date,uf,city,ibgeID,new_cases,cases
2020-03-19,SP,São José do Rio Preto,3549805,0,1
2020-03-20,SP,São José do Rio Preto,3549805,0,1
2020-03-21,SP,São José do Rio Preto,3549805,0,1
2020-03-22,SP,São José do Rio Preto,3549805,0,1
2020-03-23,SP,São José do Rio Preto,3549805,0,1
2020-03-20,SP,São José dos Campos,3549904,1,1
2020-03-21,SP,São José dos Campos,3549904,0,1
2020-03-22,SP,São José dos Campos,3549904,0,1
2020-03-23,SP,São José dos Campos,3549904,0,1
2020-03-20,RS,São Leopoldo,4318705,1,1
2020-03-21,RS,São Leopoldo,4318705,0,1
2020-03-22,RS,São Leopoldo,4318705,0,1
2020-03-23,RS,São Leopoldo,4318705,0,1
2020-03-20,MA,São Luís,2111300,1,1
2020-03-21,MA,São Luís,2111300,1,2
2020-03-22,MA,São Luís,2111300,0,2
2020-03-23,MA,São Luís,2111300,6,8
2020-02-25,SP,São Paulo,3550308,1,1
2020-02-29,SP,São Paulo,3550308,1,2
2020-03-04,SP,São Paulo,3550308,1,3
2020-03-05,SP,São Paulo,3550308,3,6
2020-03-06,SP,São Paulo,3550308,4,10
2020-03-07,SP,São Paulo,3550308,3,13
2020-03-08,SP,São Paulo,3550308,2,15
2020-03-09,SP,São Paulo,3550308,0,15
2020-03-10,SP,São Paulo,3550308,3,18
2020-03-11,SP,São Paulo,3550308,26,44
2020-03-12,SP,São Paulo,3550308,18,62
2020-03-13,SP,São Paulo,3550308,0,62
2020-03-14,SP,São Paulo,3550308,0,62
2020-03-15,SP,São Paulo,3550308,69,131
2020-03-16,SP,São Paulo,3550308,14,145
2020-03-17,SP,São Paulo,3550308,11,156
2020-03-18,SP,São Paulo,3550308,72,228
2020-03-19,SP,São Paulo,3550308,39,267
2020-03-20,SP,São Paulo,3550308,99,366
2020-03-21,SP,São Paulo,3550308,0,366
2020-03-22,SP,São Paulo,3550308,0,366
2020-03-23,SP,São Paulo,3550308,0,366
2020-03-20,RS,Taquara,4321204,1,1
2020-03-21,RS,Taquara,4321204,0,1
2020-03-22,RS,Taquara,4321204,0,1
2020-03-23,RS,Taquara,4321204,0,1
2020-03-19,SP,Taubaté,3554102,1,1
2020-03-20,SP,Taubaté,3554102,0,1
2020-03-21,SP,Taubaté,3554102,0,1
2020-03-22,SP,Taubaté,3554102,0,1
2020-03-23,SP,Taubaté,3554102,0,1
2020-03-19,PI,Teresina,2211001,3,3
2020-03-20,PI,Teresina,2211001,1,4
2020-03-21,PI,Teresina,2211001,0,4
2020-03-22,PI,Teresina,2211001,2,6
2020-03-23,PI,Teresina,2211001,0,6
2020-03-23,MG,Timóteo,3168705,1,1
2020-03-18,RS,Torres,4321501,1,1
2020-03-19,RS,Torres,4321501,0,1
2020-03-20,RS,Torres,4321501,1,2
2020-03-21,RS,Torres,4321501,0,2
2020-03-22,RS,Torres,4321501,1,3
2020-03-23,RS,Torres,4321501,0,3
2020-03-18,SC,Tubarão,4218707,1,1
2020-03-19,SC,Tubarão,4218707,0,1
2020-03-20,SC,Tubarão,4218707,4,5
2020-03-21,SC,Tubarão,4218707,0,5
2020-03-22,SC,Tubarão,4218707,0,5
2020-03-23,SC,Tubarão,4218707,1,6
2020-03-18,MG,Uberaba,3170107,1,1
2020-03-19,MG,Uberaba,3170107,0,1
2020-03-20,MG,Uberaba,3170107,0,1
2020-03-21,MG,Uberaba,3170107,2,3
2020-03-22,MG,Uberaba,3170107,0,3
2020-03-23,MG,Uberaba,3170107,0,3
2020-03-17,MG,Uberlândia,3170206,1,1
2020-03-18,MG,Uberlândia,3170206,0,1
2020-03-19,MG,Uberlândia,3170206,0,1
2020-03-20,MG,Uberlândia,3170206,0,1
2020-03-21,MG,Uberlândia,3170206,2,3
2020-03-22,MG,Uberlândia,3170206,1,4
2020-03-23,MG,Uberlândia,3170206,3,7
2020-03-21,RS,Viamão,4323002,1,1
2020-03-22,RS,Viamão,4323002,0,1
2020-03-23,RS,Viamão,4323002,0,1
2020-03-05,ES,Vila Velha,3205200,1,1
2020-03-06,ES,Vila Velha,3205200,0,1
2020-03-07,ES,Vila Velha,3205200,0,1
2020-03-08,ES,Vila Velha,3205200,0,1
2020-03-09,ES,Vila Velha,3205200,0,1
2020-03-10,ES,Vila Velha,3205200,0,1
2020-03-11,ES,Vila Velha,3205200,0,1
2020-03-12,ES,Vila Velha,3205200,1,2
2020-03-13,ES,Vila Velha,3205200,0,2
2020-03-14,ES,Vila Velha,3205200,0,2
2020-03-15,ES,Vila Velha,3205200,0,2
2020-03-16,ES,Vila Velha,3205200,4,6
2020-03-17,ES,Vila Velha,3205200,0,6
2020-03-18,ES,Vila Velha,3205200,1,7
2020-03-19,ES,Vila Velha,3205200,0,7
2020-03-20,ES,Vila Velha,3205200,0,7
2020-03-21,ES,Vila Velha,3205200,4,11
2020-03-22,ES,Vila Velha,3205200,0,11
2020-03-23,ES,Vila Velha,3205200,2,13
2020-03-14,ES,Vitória,3205309,1,1
2020-03-15,ES,Vitória,3205309,0,1
2020-03-16,ES,Vitória,3205309,0,1
2020-03-17,ES,Vitória,3205309,0,1
2020-03-18,ES,Vitória,3205309,2,3
2020-03-19,ES,Vitória,3205309,2,5
2020-03-20,ES,Vitória,3205309,1,6
2020-03-21,ES,Vitória,3205309,5,11
2020-03-22,ES,Vitória,3205309,0,11
2020-03-23,ES,Vitória,3205309,3,14
2020-03-21,MT,Várzea Grande,5108402,1,1
2020-03-22,MT,Várzea Grande,5108402,0,1
2020-03-23,MT,Várzea Grande,5108402,0,1
