date,suspects,refuses,cases,deaths
2020-03-02,5,0,0,0
2020-03-03,6,0,0,0
2020-03-04,6,0,0,0
2020-03-05,6,0,0,0
2020-03-06,6,1,0,0
2020-03-07,6,1,0,0
2020-03-08,5,2,0,0
2020-03-10,1,7,0,0
2020-03-11,1,7,0,0
2020-03-12,6,7,0,0
2020-03-13,6,7,0,0
2020-03-14,6,7,0,0
2020-03-15,8,7,0,0
2020-03-16,14,7,0,0
2020-03-17,23,7,0,0
2020-03-18,45,8,0,0
