date,suspects,refuses,cases,deaths
2020-02-27,3,0,0,0
2020-02-28,5,0,0,0
2020-02-29,5,0,0,0
2020-03-01,5,0,0,0
2020-03-02,3,7,0,0
2020-03-03,7,7,0,0
2020-03-04,1,12,0,0
2020-03-05,4,12,0,0
2020-03-06,4,12,0,0
2020-03-07,4,12,0,0
2020-03-08,4,12,0,0
2020-03-10,14,14,0,0
2020-03-11,17,28,0,0
2020-03-12,15,34,0,0
2020-03-13,6,46,3,0
2020-03-14,4,49,3,0
2020-03-15,4,49,3,0
2020-03-16,3,54,3,0
2020-03-17,221,54,6,0
2020-03-18,353,55,8,0
