date,suspects,refuses,cases,deaths
2020-02-26,1,0,0,0
2020-02-27,3,0,0,0
2020-02-28,5,2,0,0
2020-02-29,5,2,0,0
2020-03-01,5,2,0,0
2020-03-02,4,10,0,0
2020-03-03,4,11,0,0
2020-03-04,6,11,0,0
2020-03-05,8,12,0,0
2020-03-06,6,14,0,0
2020-03-07,6,14,0,0
2020-03-08,9,18,0,0
2020-03-10,12,22,0,0
2020-03-11,17,22,0,0
2020-03-12,18,23,2,0
2020-03-13,18,23,2,0
2020-03-14,18,23,2,0
2020-03-15,18,23,2,0
2020-03-16,18,23,2,0
2020-03-17,71,33,16,0
2020-03-18,89,23,16,0
