,uf,city,estimated_population
3386,SP,Capivari,55768
3387,SP,Caraguatatuba,121532
3388,SP,Carapicuíba,400927
3389,SP,Cardoso,12326
3390,SP,Casa Branca,30380
3391,SP,Cássia dos Coqueiros,2523
3392,SP,Castilho,21006
3393,SP,Catanduva,121862
3394,SP,Catiguá,7804
3395,SP,Cedral,9237
3396,SP,Cerqueira César,19985
3397,SP,Cerquilho,48949
3398,SP,Cesário Lange,18148
3399,SP,Charqueada,17190
3400,SP,Clementina,8617
3401,SP,Colina,18468
3402,SP,Colômbia,6210
3403,SP,Conchal,28050
3404,SP,Conchas,17896
3405,SP,Cordeirópolis,24528
3406,SP,Coroados,6058
3407,SP,Coronel Macedo,4681
3408,SP,Corumbataí,4055
3409,SP,Cosmópolis,72252
3410,SP,Cosmorama,7307
3411,SP,Cotia,249210
3412,SP,Cravinhos,35292
3413,SP,Cristais Paulista,8631
3414,SP,Cruzália,2073
3415,SP,Cruzeiro,82238
3416,SP,Cubatão,130705
3417,SP,Cunha,21547
3418,SP,Descalvado,33718
3419,SP,Diadema,423884
3420,SP,Dirce Reis,1793
3421,SP,Divinolândia,11146
3422,SP,Dobrada,8929
3423,SP,Dois Córregos,27315
3424,SP,Dolcinópolis,2115
3425,SP,Dourado,8873
3426,SP,Dracena,46793
3427,SP,Duartina,12445
3428,SP,Dumont,9868
3429,SP,Echaporã,6102
3430,SP,Eldorado,15494
3431,SP,Elias Fausto,17772
3432,SP,Elisiário,3651
3433,SP,Embaúba,2452
3434,SP,Embu das Artes,273726
3435,SP,Embu-Guaçu,69385
3436,SP,Emilianópolis,3214
3437,SP,Engenheiro Coelho,20773
3438,SP,Espírito Santo do Pinhal,44330
3439,SP,Espírito Santo do Turvo,4829
3440,SP,Estrela d'Oeste,8419
3441,SP,Estrela do Norte,2766
3442,SP,Euclides da Cunha Paulista,9371
3443,SP,Fartura,16036
3444,SP,Fernandópolis,69116
3445,SP,Fernando Prestes,5783
3446,SP,Fernão,1716
3447,SP,Ferraz de Vasconcelos,194276
3448,SP,Flora Rica,1464
3449,SP,Floreal,2917
3450,SP,Flórida Paulista,14640
3451,SP,Florínia,2676
3452,SP,Franca,353187
3453,SP,Francisco Morato,175844
3454,SP,Franco da Rocha,154489
3455,SP,Gabriel Monteiro,2776
3456,SP,Gália,6548
3457,SP,Garça,44390
3458,SP,Gastão Vidigal,4808
3459,SP,Gavião Peixoto,4789
3460,SP,General Salgado,10869
3461,SP,Getulina,11409
3462,SP,Glicério,4815
3463,SP,Guaiçara,12168
3464,SP,Guaimbê,5765
3465,SP,Guaíra,40790
3466,SP,Guapiaçu,21454
3467,SP,Guapiara,17157
3468,SP,Guará,21220
3469,SP,Guaraçaí,8323
3470,SP,Guaraci,11188
3471,SP,Guarani d'Oeste,2000
3472,SP,Guarantã,6664
3473,SP,Guararapes,32939
3474,SP,Guararema,29798
3475,SP,Guaratinguetá,121798
3476,SP,Guareí,18520
3477,SP,Guariba,40105
3478,SP,Guarujá,320459
3479,SP,Guarulhos,1379182
3480,SP,Guatapará,7656
3481,SP,Guzolândia,5267
3482,SP,Herculândia,9526
3483,SP,Holambra,14930
3484,SP,Hortolândia,230851
3485,SP,Iacanga,11710
3486,SP,Iacri,6321
3487,SP,Iaras,9240
3488,SP,Ibaté,35104
3489,SP,Ibirá,12393
3490,SP,Ibirarema,7753
3491,SP,Ibitinga,60033
3492,SP,Ibiúna,78878
3493,SP,Icém,8243
3494,SP,Iepê,8159
3495,SP,Igaraçu do Tietê,24674
3496,SP,Igarapava,30432
3497,SP,Igaratá,9534
3498,SP,Iguape,30857
3499,SP,Ilhabela,34970
3500,SP,Ilha Comprida,11166
3501,SP,Ilha Solteira,26686
3502,SP,Indaiatuba,251627
3503,SP,Indiana,4885
3504,SP,Indiaporã,3897
3505,SP,Inúbia Paulista,3991
3506,SP,Ipaussu,14971
3507,SP,Iperó,37133
3508,SP,Ipeúna,7546
3509,SP,Ipiguá,5392
3510,SP,Iporanga,4218
3511,SP,Ipuã,16409
3512,SP,Iracemápolis,24235
3513,SP,Irapuã,7993
3514,SP,Irapuru,8294
3515,SP,Itaberá,17556
3516,SP,Itaí,27125
3517,SP,Itajobi,15262
3518,SP,Itaju,3835
3519,SP,Itanhaém,101816
3520,SP,Itaóca,3328
3521,SP,Itapecerica da Serra,175693
3522,SP,Itapetininga,163901
3523,SP,Itapeva,94354
3524,SP,Itapevi,237700
3525,SP,Itapira,74773
3526,SP,Itapirapuã Paulista,4241
3527,SP,Itápolis,43120
3528,SP,Itaporanga,15149
3529,SP,Itapuí,13992
3530,SP,Itapura,4906
3531,SP,Itaquaquecetuba,370821
3532,SP,Itararé,50503
3533,SP,Itariri,17436
3534,SP,Itatiba,120858
3535,SP,Itatinga,20697
3536,SP,Itirapina,18157
3537,SP,Itirapuã,6499
3538,SP,Itobi,7841
3539,SP,Itu,173939
3540,SP,Itupeva,61252
3541,SP,Ituverava,41824
3542,SP,Jaborandi,6929
3543,SP,Jaboticabal,77263
3544,SP,Jacareí,233662
3545,SP,Jaci,7067
3546,SP,Jacupiranga,17866
3547,SP,Jaguariúna,57488
3548,SP,Jales,49107
3549,SP,Jambeiro,6602
3550,SP,Jandira,124937
3551,SP,Jardinópolis,44380
3552,SP,Jarinu,30044
3553,SP,Jaú,150252
3554,SP,Jeriquara,3159
3555,SP,Joanópolis,13220
3556,SP,João Ramalho,4523
3557,SP,José Bonifácio,37015
3558,SP,Júlio Mesquita,4776
3559,SP,Jumirim,3367
3560,SP,Jundiaí,418962
3561,SP,Junqueirópolis,20679
3562,SP,Juquiá,18812
3563,SP,Juquitiba,31444
3564,SP,Lagoinha,4896
3565,SP,Laranjal Paulista,28516
3566,SP,Lavínia,11980
3567,SP,Lavrinhas,7260
3568,SP,Leme,103391
3569,SP,Lençóis Paulista,68432
3570,SP,Limeira,306114
3571,SP,Lindóia,7980
3572,SP,Lins,78013
3573,SP,Lorena,88706
3574,SP,Lourdes,2289
3575,SP,Louveira,48885
3576,SP,Lucélia,21747
3577,SP,Lucianópolis,2394
3578,SP,Luís Antônio,14947
3579,SP,Luiziânia,5790
3580,SP,Lupércio,4584
3581,SP,Lutécia,2649
3582,SP,Macatuba,17163
3583,SP,Macaubal,8120
3584,SP,Macedônia,3698
3585,SP,Magda,3119
3586,SP,Mairinque,47150
3587,SP,Mairiporã,100179
3588,SP,Manduri,9846
3589,SP,Marabá Paulista,5853
3590,SP,Maracaí,14002
3591,SP,Marapoama,3031
3592,SP,Mariápolis,4084
3593,SP,Marília,238882
3594,SP,Marinópolis,2112
3595,SP,Martinópolis,26461
3596,SP,Matão,83170
3597,SP,Mauá,472912
3598,SP,Mendonça,5490
3599,SP,Meridiano,3836
3600,SP,Mesópolis,1908
3601,SP,Miguelópolis,22226
3602,SP,Mineiros do Tietê,12908
3603,SP,Miracatu,19779
3604,SP,Mira Estrela,3086
3605,SP,Mirandópolis,29564
3606,SP,Mirante do Paranapanema,18259
3607,SP,Mirassol,59824
3608,SP,Mirassolândia,4871
3609,SP,Mococa,68885
3610,SP,Mogi das Cruzes,445842
3611,SP,Mogi Guaçu,151888
3612,SP,Mogi Mirim,93189
3613,SP,Mombuca,3493
3614,SP,Monções,2259
3615,SP,Mongaguá,56702
3616,SP,Monte Alegre do Sul,8038
3617,SP,Monte Alto,50498
3618,SP,Monte Aprazível,25087
3619,SP,Monte Azul Paulista,19008
3620,SP,Monte Castelo,4166
3621,SP,Monteiro Lobato,4653
3622,SP,Monte Mor,59772
3623,SP,Morro Agudo,32968
3624,SP,Morungaba,13622
3625,SP,Motuca,4758
3626,SP,Murutinga do Sul,4486
3627,SP,Nantes,3141
3628,SP,Narandiba,4857
3629,SP,Natividade da Serra,6661
3630,SP,Nazaré Paulista,18524
3631,SP,Neves Paulista,8930
3632,SP,Nhandeara,11478
3633,SP,Nipoã,5213
3634,SP,Nova Aliança,6973
3635,SP,Nova Campina,9755
3636,SP,Nova Canaã Paulista,1881
3637,SP,Nova Castilho,1267
3638,SP,Nova Europa,11186
3639,SP,Nova Granada,21500
3640,SP,Nova Guataporanga,2316
3641,SP,Nova Independência,3969
3642,SP,Novais,5830
3643,SP,Nova Luzitânia,4101
3644,SP,Nova Odessa,60174
3645,SP,Novo Horizonte,41052
3646,SP,Nuporanga,7432
3647,SP,Ocauçu,4289
3648,SP,Óleo,2496
3649,SP,Olímpia,54772
3650,SP,Onda Verde,4381
3651,SP,Oriente,6515
3652,SP,Orindiúva,7066
3653,SP,Orlândia,44028
3654,SP,Osasco,698418
3655,SP,Oscar Bressane,2603
3656,SP,Osvaldo Cruz,32879
3657,SP,Ourinhos,113542
3658,SP,Ouroeste,10361
3659,SP,Ouro Verde,8562
3660,SP,Pacaembu,14197
3661,SP,Palestina,12957
3662,SP,Palmares Paulista,13275
3663,SP,Palmeira d'Oeste,9283
3664,SP,Palmital,22221
3665,SP,Panorama,15777
3666,SP,Paraguaçu Paulista,45703
3667,SP,Paraibuna,18222
3668,SP,Paraíso,6454
3669,SP,Paranapanema,20197
3670,SP,Paranapuã,4078
3671,SP,Parapuã,10964
3672,SP,Pardinho,6435
3673,SP,Pariquera-Açu,19648
3674,SP,Parisi,2161
3675,SP,Patrocínio Paulista,14670
3676,SP,Paulicéia,7366
3677,SP,Paulínia,109424
3678,SP,Paulistânia,1833
3679,SP,Paulo de Faria,8945
3680,SP,Pederneiras,46687
3681,SP,Pedra Bela,6093
3682,SP,Pedranópolis,2494
3683,SP,Pedregulho,16744
3684,SP,Pedreira,47919
3685,SP,Pedrinhas Paulista,3093
3686,SP,Pedro de Toledo,11331
3687,SP,Penápolis,63407
3688,SP,Pereira Barreto,25669
3689,SP,Pereiras,8668
3690,SP,Peruíbe,68284
3691,SP,Piacatu,5980
3692,SP,Piedade,55348
3693,SP,Pilar do Sul,29185
3694,SP,Pindamonhangaba,168328
3695,SP,Pindorama,17049
3696,SP,Pinhalzinho,15207
3697,SP,Piquerobi,3692
3698,SP,Piquete,13657
3699,SP,Piracaia,27303
3700,SP,Piracicaba,404142
3701,SP,Piraju,29806
3702,SP,Pirajuí,25492
3703,SP,Pirangi,11417
3704,SP,Pirapora do Bom Jesus,18895
3705,SP,Pirapozinho,27527
3706,SP,Pirassununga,76409
3707,SP,Piratininga,13636
3708,SP,Pitangueiras,39719
3709,SP,Planalto,5237
3710,SP,Platina,3550
3711,SP,Poá,117452
3712,SP,Poloni,6059
3713,SP,Pompéia,22014
3714,SP,Pongaí,3416
3715,SP,Pontal,49961
3716,SP,Pontalinda,4628
3717,SP,Pontes Gestal,2577
3718,SP,Populina,4169
3719,SP,Porangaba,9925
3720,SP,Porto Feliz,53098
3721,SP,Porto Ferreira,56150
3722,SP,Potim,24643
3723,SP,Potirendaba,17361
3724,SP,Pracinha,4093
3725,SP,Pradópolis,21496
3726,SP,Praia Grande,325073
3727,SP,Pratânia,5261
3728,SP,Presidente Alves,4094
3729,SP,Presidente Bernardes,13106
3730,SP,Presidente Epitácio,44200
3731,SP,Presidente Prudente,228743
3732,SP,Presidente Venceslau,39516
3733,SP,Promissão,40432
3734,SP,Quadra,3804
3735,SP,Quatá,14109
3736,SP,Queiroz,3406
3737,SP,Queluz,13420
3738,SP,Quintana,6638
3739,SP,Rafard,9076
3740,SP,Rancharia,29707
3741,SP,Redenção da Serra,3851
3742,SP,Regente Feijó,20261
3743,SP,Reginópolis,9621
3744,SP,Registro,56322
3745,SP,Restinga,7593
3746,SP,Ribeira,3340
3747,SP,Ribeirão Bonito,13219
3748,SP,Ribeirão Branco,16444
3749,SP,Ribeirão Corrente,4718
3750,SP,Ribeirão do Sul,4541
3751,SP,Ribeirão dos Índios,2225
3752,SP,Ribeirão Grande,7673
3753,SP,Ribeirão Pires,123393
3754,SP,Ribeirão Preto,703293
3755,SP,Riversul,5524
3756,SP,Rifaina,3629
3757,SP,Rincão,10799
3758,SP,Rinópolis,9981
3759,SP,Rio Claro,206424
3760,SP,Rio das Pedras,35228
3761,SP,Rio Grande da Serra,50846
3762,SP,Riolândia,12518
3763,SP,Rosana,16643
3764,SP,Roseira,10712
3765,SP,Rubiácea,3128
3766,SP,Rubinéia,3148
3767,SP,Sabino,5590
3768,SP,Sagres,2432
3769,SP,Sales,6331
3770,SP,Sales Oliveira,11890
3771,SP,Salesópolis,17139
3772,SP,Salmourão,5300
3773,SP,Saltinho,8286
3774,SP,Salto,118663
3775,SP,Salto de Pirapora,45422
3776,SP,Salto Grande,9331
3777,SP,Sandovalina,4302
3778,SP,Santa Adélia,15480
3779,SP,Santa Albertina,6008
3780,SP,Santa Bárbara d'Oeste,193475
3781,SP,Santa Branca,14788
3782,SP,Santa Clara d'Oeste,2115
3783,SP,Santa Cruz da Conceição,4503
3784,SP,Santa Cruz da Esperança,2139
3785,SP,Santa Cruz das Palmeiras,34361
3786,SP,Santa Cruz do Rio Pardo,47673
3787,SP,Santa Ernestina,5599
3788,SP,Santa Fé do Sul,32322
3789,SP,Santa Gertrudes,26898
3790,SP,Santa Isabel,57386
3791,SP,Santa Lúcia,8817
3792,SP,Santa Maria da Serra,6173
3793,SP,Santa Mercedes,2939
3794,SP,Santana da Ponte Pensa,1487
3795,SP,Santana de Parnaíba,139447
3796,SP,Santa Rita d'Oeste,2498
3797,SP,Santa Rita do Passa Quatro,27557
3798,SP,Santa Rosa de Viterbo,26540
3799,SP,Santa Salete,1545
3800,SP,Santo Anastácio,20878
3801,SP,Santo André,718773
3802,SP,Santo Antônio da Alegria,6929
3803,SP,Santo Antônio de Posse,23310
3804,SP,Santo Antônio do Aracanguá,8420
3805,SP,Santo Antônio do Jardim,5954
3806,SP,Santo Antônio do Pinhal,6811
3807,SP,Santo Expedito,3111
3808,SP,Santópolis do Aguapeí,4777
3809,SP,Santos,433311
3810,SP,São Bento do Sapucaí,10878
3811,SP,São Bernardo do Campo,838936
3812,SP,São Caetano do Sul,161127
3813,SP,São Carlos,251983
3814,SP,São Francisco,2821
3815,SP,São João da Boa Vista,91211
3816,SP,São João das Duas Pontes,2568
3817,SP,São João de Iracema,1922
3818,SP,São João do Pau d'Alho,2105
3819,SP,São Joaquim da Barra,51888
3820,SP,São José da Bela Vista,8928
3821,SP,São José do Barreiro,4147
3822,SP,São José do Rio Pardo,54946
3823,SP,São José do Rio Preto,460671
3824,SP,São José dos Campos,721944
3825,SP,São Lourenço da Serra,15825
3826,SP,São Luís do Paraitinga,10687
3827,SP,São Manuel,40954
3828,SP,São Miguel Arcanjo,32931
3829,SP,São Paulo,12252023
3830,SP,São Pedro,35653
3831,SP,São Pedro do Turvo,7666
3832,SP,São Roque,91016
3833,SP,São Sebastião,88980
3834,SP,São Sebastião da Grama,12182
3835,SP,São Simão,15322
3836,SP,São Vicente,365798
3837,SP,Sarapuí,10285
3838,SP,Sarutaiá,3638
3839,SP,Sebastianópolis do Sul,3513
3840,SP,Serra Azul,14662
3841,SP,Serrana,45107
3842,SP,Serra Negra,29229
3843,SP,Sertãozinho,125815
3844,SP,Sete Barras,12832
3845,SP,Severínia,17496
3846,SP,Silveiras,6302
3847,SP,Socorro,41005
3848,SP,Sorocaba,679378
3849,SP,Sud Mennucci,7718
3850,SP,Sumaré,282441
3851,SP,Suzano,297637
3852,SP,Suzanápolis,3963
3853,SP,Tabapuã,12407
3854,SP,Tabatinga,16496
3855,SP,Taboão da Serra,289664
3856,SP,Taciba,6285
3857,SP,Taguaí,13859
3858,SP,Taiaçu,6295
3859,SP,Taiúva,5566
3860,SP,Tambaú,23207
3861,SP,Tanabi,25967
3862,SP,Tapiraí,7807
3863,SP,Tapiratiba,12960
3864,SP,Taquaral,2811
3865,SP,Taquaritinga,57177
3866,SP,Taquarituba,23218
3867,SP,Taquarivaí,5852
3868,SP,Tarabai,7468
3869,SP,Tarumã,15000
3870,SP,Tatuí,121766
3871,SP,Taubaté,314924
3872,SP,Tejupá,4532
3873,SP,Teodoro Sampaio,23148
3874,SP,Terra Roxa,9370
3875,SP,Tietê,42076
3876,SP,Timburi,2658
3877,SP,Torre de Pedra,2412
3878,SP,Torrinha,10010
3879,SP,Trabiju,1724
3880,SP,Tremembé,47185
3881,SP,Três Fronteiras,5807
3882,SP,Tuiuti,6894
3883,SP,Tupã,65524
3884,SP,Tupi Paulista,15495
3885,SP,Turiúba,2016
3886,SP,Turmalina,1727
3887,SP,Ubarana,6309
3888,SP,Ubatuba,90799
3889,SP,Ubirajara,4780
3890,SP,Uchoa,10110
3891,SP,União Paulista,1844
3892,SP,Urânia,9114
3893,SP,Uru,1165
3894,SP,Urupês,13809
3895,SP,Valentim Gentil,13326
3896,SP,Valinhos,129193
3897,SP,Valparaíso,26480
3898,SP,Vargem,10537
3899,SP,Vargem Grande do Sul,42845
3900,SP,Vargem Grande Paulista,52597
3901,SP,Várzea Paulista,121838
3902,SP,Vera Cruz,10843
3903,SP,Vinhedo,78728
3904,SP,Viradouro,18898
3905,SP,Vista Alegre do Alto,8810
3906,SP,Vitória Brasil,1840
3907,SP,Votorantim,122480
3908,SP,Votuporanga,94547
3909,SP,Zacarias,2718
3910,SP,Chavantes,12418
3911,SP,Estiva Gerbi,11304
3912,PR,Abatiá,7457
3913,PR,Adrianópolis,5919
3914,PR,Agudos do Sul,9371
3915,PR,Almirante Tamandaré,118623
3916,PR,Altamira do Paraná,1942
3917,PR,Altônia,22056
3918,PR,Alto Paraná,14770
3919,PR,Alto Piquiri,9836
3920,PR,Alvorada do Sul,11406
3921,PR,Amaporã,6257
3922,PR,Ampére,19152
3923,PR,Anahy,2801
3924,PR,Andirá,20031
3925,PR,Ângulo,2928
3926,PR,Antonina,18980
3927,PR,Antônio Olinto,7434
3928,PR,Apucarana,134996
3929,PR,Arapongas,123027
3930,PR,Arapoti,28115
3931,PR,Arapuã,3068
3932,PR,Araruna,13970
3933,PR,Araucária,143843
3934,PR,Ariranha do Ivaí,2108
3935,PR,Assaí,15119
3936,PR,Assis Chateaubriand,33362
3937,PR,Astorga,26111
3938,PR,Atalaia,3892
3939,PR,Balsa Nova,12941
3940,PR,Bandeirantes,31367
3941,PR,Barbosa Ferraz,11568
3942,PR,Barracão,10275
3943,PR,Barra do Jacaré,2781
3944,PR,Bela Vista da Caroba,3511
3945,PR,Bela Vista do Paraíso,15397
3946,PR,Bituruna,16389
3947,PR,Boa Esperança,4105
3948,PR,Boa Esperança do Iguaçu,2503
3949,PR,Boa Ventura de São Roque,6387
3950,PR,Boa Vista da Aparecida,7591
3951,PR,Bocaiúva do Sul,12944
3952,PR,Bom Jesus do Sul,3541
3953,PR,Bom Sucesso,7032
3954,PR,Bom Sucesso do Sul,3264
3955,PR,Borrazópolis,6592
3956,PR,Braganey,5427
3957,PR,Brasilândia do Sul,2651
3958,PR,Cafeara,2934
3959,PR,Cafelândia,18120
3960,PR,Cafezal do Sul,4044
3961,PR,Califórnia,8570
3962,PR,Cambará,25360
3963,PR,Cambé,106533
3964,PR,Cambira,7865
3965,PR,Campina da Lagoa,14202
3966,PR,Campina do Simão,3887
3967,PR,Campina Grande do Sul,43288
3968,PR,Campo Bonito,3833
3969,PR,Campo do Tenente,7971
3970,PR,Campo Largo,132002
3971,PR,Campo Magro,29318
3972,PR,Campo Mourão,94859
3973,PR,Cândido de Abreu,15018
3974,PR,Candói,15979
3975,PR,Cantagalo,13317
3976,PR,Capanema,19124
3977,PR,Capitão Leônidas Marques,15780
3978,PR,Carambeí,23415
3979,PR,Carlópolis,14320
3980,PR,Cascavel,328454
3981,PR,Castro,71484
3982,PR,Catanduvas,10189
3983,PR,Centenário do Sul,10827
3984,PR,Cerro Azul,17779
3985,PR,Céu Azul,11765
3986,PR,Chopinzinho,19254
3987,PR,Cianorte,82620
3988,PR,Cidade Gaúcha,12652
3989,PR,Clevelândia,16559
3990,PR,Colombo,243726
3991,PR,Colorado,24012
3992,PR,Congonhinhas,8818
3993,PR,Conselheiro Mairinck,3860
3994,PR,Contenda,18584
3995,PR,Corbélia,17071
3996,PR,Cornélio Procópio,47845
3997,PR,Coronel Domingos Soares,7497
3998,PR,Coronel Vivida,20734
3999,PR,Corumbataí do Sul,3219
4000,PR,Cruzeiro do Iguaçu,4252
4001,PR,Cruzeiro do Oeste,20932
4002,PR,Cruzeiro do Sul,4469
4003,PR,Cruz Machado,18708
4004,PR,Cruzmaltina,2950
4005,PR,Curitiba,1933105
4006,PR,Curiúva,15101
4007,PR,Diamante do Norte,5087
4008,PR,Diamante do Sul,3439
4009,PR,Diamante D'Oeste,5253
4010,PR,Dois Vizinhos,40641
4011,PR,Douradina,8747
4012,PR,Doutor Camargo,5979
4013,PR,Enéas Marques,5961
4014,PR,Engenheiro Beltrão,14000
4015,PR,Esperança Nova,1698
4016,PR,Entre Rios do Oeste,4539
4017,PR,Espigão Alto do Iguaçu,4117
4018,PR,Farol,3089
4019,PR,Faxinal,17251
4020,PR,Fazenda Rio Grande,100209
4021,PR,Fênix,4762
4022,PR,Fernandes Pinheiro,5646
4023,PR,Figueira,7770
4024,PR,Floraí,4929
4025,PR,Flor da Serra do Sul,4624
4026,PR,Floresta,6774
4027,PR,Florestópolis,10548
4028,PR,Flórida,2689
4029,PR,Formosa do Oeste,6578
4030,PR,Foz do Iguaçu,258532
4031,PR,Francisco Alves,6046
4032,PR,Francisco Beltrão,91093
4033,PR,Foz do Jordão,4650
4034,PR,General Carneiro,13710
4035,PR,Godoy Moreira,2946
4036,PR,Goioerê,28884
4037,PR,Goioxim,7111
4038,PR,Grandes Rios,5618
4039,PR,Guaíra,33119
4040,PR,Guairaçá,6581
4041,PR,Guamiranga,8739
4042,PR,Guapirama,3802
4043,PR,Guaporema,2243
4044,PR,Guaraci,5502
4045,PR,Guaraniaçu,12472
4046,PR,Guarapuava,181504
4047,PR,Guaraqueçaba,7636
4048,PR,Guaratuba,37067
4049,PR,Honório Serpa,5211
4050,PR,Ibaiti,31364
4051,PR,Ibema,6352
4052,PR,Ibiporã,54558
4053,PR,Icaraíma,7904
4054,PR,Iguaraçu,4404
4055,PR,Iguatu,2256
4056,PR,Imbaú,13111
4057,PR,Imbituva,32564
4058,PR,Inácio Martins,11125
4059,PR,Inajá,3109
4060,PR,Indianópolis,4457
4061,PR,Ipiranga,15172
4062,PR,Iporã,13926
4063,PR,Iracema do Oeste,2288
4064,PR,Irati,60727
4065,PR,Iretama,10169
4066,PR,Itaguajé,4466
4067,PR,Itaipulândia,11176
4068,PR,Itambaracá,6582
4069,PR,Itambé,6108
4070,PR,Itapejara d'Oeste,11964
4071,PR,Itaperuçu,28634
4072,PR,Itaúna do Sul,2865
4073,PR,Ivaí,13879
4074,PR,Ivaiporã,31984
4075,PR,Ivaté,8185
4076,PR,Ivatuba,3259
4077,PR,Jaboti,5274
4078,PR,Jacarezinho,39378
4079,PR,Jaguapitã,13620
4080,PR,Jaguariaíva,34857
4081,PR,Jandaia do Sul,21176
4082,PR,Janiópolis,5245
4083,PR,Japira,4994
4084,PR,Japurá,9425
4085,PR,Jardim Alegre,11328
4086,PR,Jardim Olinda,1331
4087,PR,Jataizinho,12588
4088,PR,Jesuítas,8412
4089,PR,Joaquim Távora,11908
4090,PR,Jundiaí do Sul,3292
4091,PR,Juranda,7340
4092,PR,Jussara,7013
4093,PR,Kaloré,4100
4094,PR,Lapa,48163
4095,PR,Laranjal,5852
4096,PR,Laranjeiras do Sul,32073
4097,PR,Leópolis,3954
4098,PR,Lidianópolis,3310
4099,PR,Lindoeste,4676
4100,PR,Loanda,23086
4101,PR,Lobato,4787
4102,PR,Londrina,569733
4103,PR,Luiziana,7262
4104,PR,Lunardelli,4794
4105,PR,Lupionópolis,4920
4106,PR,Mallet,13630
4107,PR,Mamborê,13132
4108,PR,Mandaguaçu,22819
4109,PR,Mandaguari,34400
4110,PR,Mandirituba,26869
4111,PR,Manfrinópolis,2571
4112,PR,Mangueirinha,16714
4113,PR,Manoel Ribas,13502
4114,PR,Marechal Cândido Rondon,52944
4115,PR,Maria Helena,5677
4116,PR,Marialva,35496
4117,PR,Marilândia do Sul,8836
4118,PR,Marilena,7076
4119,PR,Mariluz,10345
4120,PR,Maringá,423666
4121,PR,Mariópolis,6610
4122,PR,Maripá,5603
4123,PR,Marmeleiro,14367
4124,PR,Marquinho,4405
4125,PR,Marumbi,4679
4126,PR,Matelândia,17943
4127,PR,Matinhos,34720
4128,PR,Mato Rico,3272
4129,PR,Mauá da Serra,10601
4130,PR,Medianeira,46198
4131,PR,Mercedes,5536
4132,PR,Mirador,2213
4133,PR,Miraselva,1806
4134,PR,Missal,10702
4135,PR,Moreira Sales,12121
4136,PR,Morretes,16406
4137,PR,Munhoz de Melo,3984
4138,PR,Nossa Senhora das Graças,4008
4139,PR,Nova Aliança do Ivaí,1543
4140,PR,Nova América da Colina,3445
4141,PR,Nova Aurora,10472
4142,PR,Nova Cantu,5302
4143,PR,Nova Esperança,27904
4144,PR,Nova Esperança do Sudoeste,5046
4145,PR,Nova Fátima,8153
4146,PR,Nova Laranjeiras,11554
4147,PR,Nova Londrina,13213
4148,PR,Nova Olímpia,5806
4149,PR,Nova Santa Bárbara,4249
4150,PR,Nova Santa Rosa,8219
4151,PR,Nova Prata do Iguaçu,10548
4152,PR,Nova Tebas,5649
4153,PR,Novo Itacolomi,2844
4154,PR,Ortigueira,22141
4155,PR,Ourizona,3428
4156,PR,Ouro Verde do Oeste,5996
4157,PR,Paiçandu,41281
4158,PR,Palmas,50986
4159,PR,Palmeira,33877
4160,PR,Palmital,13172
4161,PR,Palotina,31846
4162,PR,Paraíso do Norte,13830
4163,PR,Paranacity,11472
4164,PR,Paranaguá,154936
4165,PR,Paranapoema,3203
4166,PR,Paranavaí,88374
4167,PR,Pato Bragado,5610
4168,PR,Pato Branco,82881
4169,PR,Paula Freitas,5873
4170,PR,Paulo Frontin,7354
4171,PR,Peabiru,13996
4172,PR,Perobal,6127
4173,PR,Pérola,11234
4174,PR,Pérola d'Oeste,6347
4175,PR,Piên,12746
4176,PR,Pinhais,132157
4177,PR,Pinhalão,6326
4178,PR,Pinhal de São Bento,2731
4179,PR,Pinhão,32391
4180,PR,Piraí do Sul,25463
4181,PR,Piraquara,113036
4182,PR,Pitanga,30310
4183,PR,Pitangueiras,3224
4184,PR,Planaltina do Paraná,4263
4185,PR,Planalto,13479
4186,PR,Ponta Grossa,351736
4187,PR,Pontal do Paraná,27284
4188,PR,Porecatu,12914
4189,PR,Porto Amazonas,4848
4190,PR,Porto Barreiro,3237
4191,PR,Porto Rico,2559
4192,PR,Porto Vitória,4065
4193,PR,Prado Ferreira,3753
4194,PR,Pranchita,5157
4195,PR,Presidente Castelo Branco,5306
4196,PR,Primeiro de Maio,11123
4197,PR,Prudentópolis,52241
4198,PR,Quarto Centenário,4512
4199,PR,Quatiguá,7449
4200,PR,Quatro Barras,23559
4201,PR,Quatro Pontes,4015
4202,PR,Quedas do Iguaçu,34103
4203,PR,Querência do Norte,12206
4204,PR,Quinta do Sol,4573
4205,PR,Quitandinha,19049
4206,PR,Ramilândia,4451
4207,PR,Rancho Alegre,3808
4208,PR,Rancho Alegre D'Oeste,2655
4209,PR,Realeza,16922
4210,PR,Rebouças,14899
4211,PR,Renascença,6802
4212,PR,Reserva,26715
4213,PR,Reserva do Iguaçu,8010
4214,PR,Ribeirão Claro,10668
4215,PR,Ribeirão do Pinhal,13029
4216,PR,Rio Azul,15236
4217,PR,Rio Bom,3203
4218,PR,Rio Bonito do Iguaçu,13269
4219,PR,Rio Branco do Ivaí,4096
4220,PR,Rio Branco do Sul,32397
4221,PR,Rio Negro,34170
4222,PR,Rolândia,66580
4223,PR,Roncador,9849
4224,PR,Rondon,9579
4225,PR,Rosário do Ivaí,4786
4226,PR,Sabáudia,6827
4227,PR,Salgado Filho,3580
4228,PR,Salto do Itararé,4935
4229,PR,Salto do Lontra,14785
