codigo_IBGE;hospital_rate
310560;0,041045735
251370;0,03305017
315670;0,034785182
317070;0,038230931
410140;0,03947754
420290;0,035409078
293070;0,028274495
350330;0,040539784
330200;0,034779315
330020;0,04120784
411915;0,033066561
230420;0,034584899
410420;0,034723227
150442;0,025785758
330420;0,037973785
351350;0,032537264
320490;0,032365243
431680;0,042238756
430310;0,037798199
230640;0,031134323
355620;0,040955442
230770;0,031199236
110012;0,030769148
311830;0,03888163
150730;0,023667449
150170;0,027203319
317120;0,030697782
522140;0,033156697
432240;0,036203246
355170;0,036379561
352500;0,029854772
320240;0,036802651
150130;0,024371821
350650;0,040988001
354330;0,038275077
410150;0,038877972
210330;0,031752555
320150;0,039193
355700;0,034999714
210750;0,027829425
350550;0,042074675
351110;0,044911602
355650;0,032597016
351840;0,041132193
355400;0,037932312
520800;0,030225869
351050;0,037130745
500830;0,035109269
160060;0,023499302
430160;0,042650536
352340;0,038455411
430210;0,041560439
313170;0,037344224
354520;0,037449078
410040;0,029670003
292400;0,03432916
353980;0,033864067
310350;0,041157886
260680;0,032662431
521523;0,025043261
316990;0,037536124
522045;0,027134933
314790;0,039914733
150060;0,026849989
130340;0,024795453
150810;0,024170595
353470;0,041025926
291072;0,030929798
261370;0,033115044
150550;0,022306101
411950;0,028783874
210005;0,026439021
412810;0,039977187
500320;0,032213569
311940;0,037429116
353650;0,034159759
520510;0,035617399
314390;0,0408865
261250;0,027336056
110002;0,028624225
251080;0,035414351
410370;0,038620088
150795;0,019968662
310400;0,039171343
430700;0,040870855
421870;0,040679594
210120;0,031610161
330227;0,031891058
521150;0,039340937
313420;0,043234126
330520;0,036685899
280350;0,033703829
350400;0,043172127
313820;0,039991092
510795;0,030821587
352670;0,036668027
330220;0,042364771
150180;0,022017108
314520;0,0250156
230550;0,03810693
241200;0,029818801
352210;0,041579118
292870;0,033290066
350900;0,032992687
130190;0,026156614
150360;0,026067709
320060;0,03218917
521190;0,035789303
330030;0,04228555
410765;0,028319361
352850;0,035654563
260005;0,035015852
110030;0,029263062
430930;0,03838673
130250;0,024553043
250180;0,03247936
313240;0,040241268
412625;0,034417246
293290;0,032091857
260720;0,027080085
280290;0,031855886
314480;0,037957183
210140;0,02518894
410430;0,037786128
355710;0,044445419
510250;0,032913362
352240;0,034911112
350850;0,03832601
314710;0,03705659
313380;0,039144726
353080;0,041731818
314700;0,031211529
500660;0,031336021
311340;0,038573816
354910;0,044610226
520450;0,033741092
410840;0,036316311
355060;0,04046858
355540;0,034908118
314810;0,036275784
350450;0,040202209
510792;0,026635033
313940;0,034773188
316250;0,04312556
280670;0,029269249
521760;0,026287971
316870;0,037609876
350390;0,033148262
330550;0,04032729
210990;0,030975817
355070;0,032681686
352720;0,039640023
120020;0,023988024
411840;0,041261052
210160;0,030366456
231130;0,034358852
291955;0,020961334
290650;0,031035878
170950;0,031424343
261390;0,034604086
110004;0,031892832
130120;0,021352581
150613;0,027130721
350960;0,034985165
421580;0,03387661
291170;0,035874189
260110;0,030593412
317040;0,034469089
260640;0,0364597
431140;0,039103296
260400;0,035117183
431020;0,043639946
230970;0,028581033
210860;0,031036595
430770;0,04003354
352930;0,039732512
420320;0,029547312
411850;0,036037678
410550;0,038583927
330555;0,035910921
351340;0,039931931
430300;0,047288014
150470;0,022689506
330600;0,040646363
431990;0,033989716
421130;0,03325607
291005;0,028027873
231140;0,036169887
293050;0,032717217
240710;0,032046569
291750;0,035517927
230100;0,032074467
312090;0,038590721
310160;0,039593752
313620;0,04051084
260620;0,033707381
210320;0,028655785
316930;0,03676412
293010;0,035975118
412710;0,034945445
351970;0,036166379
317130;0,038198248
355670;0,039316072
420300;0,03399689
320510;0,032004252
220800;0,034044777
231180;0,034097165
352710;0,043320917
431750;0,042356418
350610;0,042368082
352430;0,042223198
431710;0,044547511
230280;0,034795308
350920;0,03010956
330610;0,043947925
260170;0,035922725
353930;0,043018947
291640;0,034130118
231340;0,030256971
150506;0,023884475
311530;0,043890866
270770;0,030267914
230410;0,039386219
352260;0,043697662
521975;0,026234721
420430;0,040076198
230110;0,034657039
260120;0,035018227
314610;0,037466631
430040;0,043830546
240260;0,031696994
431720;0,040481371
270630;0,036024446
150530;0,024960298
291460;0,031074332
150670;0,023830963
211000;0,02736779
210232;0,023145315
430790;0,038728008
351280;0,03458445
230960;0,030722845
350190;0,043471136
290720;0,032129369
230350;0,035012918
313510;0,032489306
432260;0,043725587
410490;0,032951823
520549;0,026526849
290600;0,032179894
421480;0,037956933
316470;0,040552209
150650;0,027641448
312410;0,033451166
520860;0,034716523
420590;0,034496888
210480;0,025620435
260990;0,031325262
251620;0,038107504
420750;0,034706305
351510;0,034242778
280210;0,031775564
290390;0,030488741
351550;0,046277073
150220;0,030781761
353050;0,042290748
260520;0,031830129
420230;0,033899926
352680;0,037274456
353760;0,04197298
420140;0,036393948
210540;0,028833745
230540;0,036359038
240200;0,038887369
313520;0,034837891
250320;0,033143917
312610;0,042971696
261090;0,036872356
230523;0,02768911
290460;0,037387086
521310;0,0335595
430390;0,037019039
290840;0,034549274
412240;0,039431662
430350;0,041739734
432250;0,04002286
150178;0,023381637
130406;0,021640919
270930;0,03040296
510525;0,024166843
355500;0,04782775
420830;0,036019135
210360;0,030770247
431240;0,04000028
261450;0,037389775
313760;0,036845064
291470;0,034624168
291560;0,03378818
314930;0,038189773
150345;0,021368967
130290;0,023583759
220840;0,036869244
270670;0,031551085
230260;0,03110768
150800;0,024493631
353730;0,044231003
261000;0,032102618
350635;0,030837195
290980;0,035179608
260940;0,034213631
150150;0,027146381
150330;0,025805206
230020;0,031162695
210170;0,024707847
350590;0,042250054
430470;0,04247996
431830;0,043505845
150580;0,019190978
510704;0,027600349
250370;0,038192541
230870;0,038067367
150830;0,023916207
352400;0,032137621
270860;0,02824701
510180;0,034586141
350700;0,035413006
261220;0,032446231
231410;0,030873034
260190;0,040519435
411070;0,038134038
314000;0,033711244
291070;0,036543975
330185;0,035175208
430610;0,042560726
431800;0,041564163
330430;0,039169365
353340;0,03832132
292860;0,035995976
351960;0,040323217
220390;0,035150819
130420;0,021956593
353030;0,042725478
353180;0,033805517
315210;0,041176831
230190;0,033565212
150293;0,023565917
291400;0,037008895
230760;0,036110907
261300;0,033058881
312710;0,039507061
150812;0,021296008
150380;0,02508076
520620;0,028960325
150760;0,026710403
330080;0,038729436
211250;0,026342145
231330;0,038702908
250630;0,036545416
260280;0,030623107
431405;0,032531692
150480;0,028962935
240020;0,033769598
150390;0,022554833
500790;0,031479471
412820;0,036823387
352470;0,036930574
432120;0,040968439
354680;0,036787507
355370;0,041785419
350210;0,044529081
270140;0,025176268
270230;0,027454183
150040;0,026546375
316940;0,038042142
353110;0,041785303
211270;0,026476078
261060;0,030846488
315120;0,033840847
420700;0,035279416
316110;0,031647584
354260;0,037810193
421010;0,037636878
260890;0,038384316
354070;0,0404535
430450;0,045992516
231350;0,032120795
351040;0,036672776
130270;0,023533425
150020;0,024439211
353780;0,039244928
130170;0,024053386
110028;0,031299965
354970;0,043736398
500570;0,032198921
353390;0,043206562
311800;0,03577948
230470;0,030644317
290750;0,034046518
410980;0,039588859
230240;0,037664199
291760;0,03435634
350380;0,035213985
420380;0,0364535
290210;0,031235121
500620;0,034200123
150230;0,026585788
230030;0,040500801
311120;0,044222291
292660;0,035353517
150820;0,029413439
230428;0,02895837
290270;0,02808882
230220;0,035897496
150370;0,025214945
354060;0,038616873
421930;0,035223252
430463;0,036238262
261530;0,035915974
171820;0,030857807
411460;0,04013552
521000;0,038775343
292880;0,033311968
421620;0,038442621
230630;0,031611898
251530;0,036419989
355645;0,033750294
313840;0,043799135
211280;0,029467446
150618;0,027455094
330360;0,040444668
412060;0,037506271
280740;0,034135918
313720;0,036361877
150510;0,027944051
350970;0,034283998
270240;0,032139705
312870;0,041736386
270470;0,029003407
354940;0,039805428
313190;0,037426402
510025;0,032368128
110011;0,030720844
432160;0,040448391
211400;0,028761388
171610;0,031228186
411760;0,02913355
421950;0,03651269
290520;0,03657297
354410;0,031778272
260260;0,031514351
293190;0,035840051
310740;0,03912775
521180;0,033505943
150619;0,024791043
352320;0,037376182
353130;0,044155723
160027;0,021747273
210570;0,029915086
320390;0,036778004
521850;0,03832745
430760;0,036040357
310730;0,033638625
354020;0,029904322
291980;0,035988206
350840;0,031394029
230250;0,034399098
210340;0,029044746
431740;0,045731215
292150;0,03658463
352480;0,046205766
351150;0,038843837
352730;0,03143822
260210;0,03468201
231240;0,031888067
130185;0,025627081
411320;0,036817831
230810;0,033454295
353710;0,039412441
231230;0,034108612
500110;0,036557819
150270;0,031727414
410640;0,043626654
314310;0,037074031
210910;0,031157779
312160;0,035193844
150548;0,024844387
354640;0,042547019
270800;0,029951463
313630;0,033899014
150120;0,024301463
261180;0,032389041
270040;0,027721617
355480;0,036049402
352840;0,035809432
351020;0,036559158
500540;0,029910209
220120;0,032573242
292510;0,03744699
220220;0,038609945
351440;0,047266525
353670;0,037736035
292100;0,0304779
316070;0,042528851
293360;0,031525079
210090;0,030781129
521460;0,034339658
412560;0,034719275
411580;0,036435347
110010;0,02785256
521380;0,040683103
130240;0,023091022
150090;0,024387559
431350;0,040825632
412410;0,039361984
291390;0,036518106
261420;0,027297537
316370;0,043806309
120050;0,024655054
420940;0,043099722
291950;0,036843769
353550;0,039919722
130380;0,024451524
150815;0,024633006
510675;0,030382118
354530;0,037635123
521800;0,035109873
510622;0,024012266
261540;0,02564417
211050;0,03161463
355150;0,031816789
430440;0,035911523
250890;0,032614523
420730;0,041603379
420650;0,030491801
240310;0,039887788
150840;0,027097224
311000;0,039926354
292060;0,034443225
320090;0,038218549
221110;0,033915675
330260;0,039538392
351670;0,043316991
352510;0,037626923
351518;0,043497315
292950;0,033201605
520880;0,029737727
330370;0,041574689
421820;0,039421001
354130;0,039265681
330130;0,036897426
270915;0,026337771
431180;0,038016968
292990;0,033616377
510267;0,027667242
353430;0,039044725
251250;0,035589378
241220;0,032359046
230850;0,038546196
231220;0,036414233
431390;0,03884066
431880;0,047302479
230075;0,030837397
260050;0,033068249
292300;0,030708499
410400;0,030875228
315960;0,037461682
231050;0,037616911
293320;0,034546726
330380;0,03448956
352270;0,043626846
313010;0,033930027
130060;0,021292341
521040;0,035042295
431760;0,045163972
260420;0,032359656
355640;0,040328922
210960;0,029211657
260140;0,030909509
120060;0,020984158
317200;0,039677353
330470;0,043791469
421500;0,033220529
330475;0,038351421
500630;0,040043868
313900;0,037419438
210980;0,028275053
355450;0,04069725
230580;0,03797939
210405;0,027149321
261260;0,027671368
280300;0,02973034
310170;0,03792773
211230;0,030726379
230655;0,028487907
352410;0,042564412
291050;0,029491381
292200;0,028818756
314560;0,041616228
210200;0,028434306
211150;0,031261259
315700;0,039267757
210060;0,026094454
430676;0,034625683
411750;0,035644179
210350;0,0284229
130080;0,022717681
150590;0,018495239
310260;0,042847183
353350;0,042955513
292600;0,034810029
355210;0,04723071
510515;0,031870592
355010;0,039977429
270290;0,028899989
351740;0,039670497
430535;0,03757252
314430;0,039769928
292700;0,031721776
231400;0,040523363
293020;0,028776222
150620;0,027428769
230500;0,034607236
410720;0,036037724
330023;0,034090814
522160;0,037121308
220040;0,035321576
350170;0,032000595
280710;0,035522471
421720;0,039507736
150309;0,023895665
291810;0,034807615
354160;0,03983123
320455;0,033761915
150490;0,023686872
260880;0,036897664
310710;0,039806274
351860;0,033810028
310900;0,038426149
310420;0,039737017
150290;0,031261794
110013;0,028182007
291370;0,0322204
292810;0,034833622
292920;0,028564573
420480;0,036760616
220370;0,03345083
353950;0,033756192
241120;0,03451427
110045;0,026705145
150808;0,025885704
130030;0,024499587
292520;0,030643848
354150;0,044740645
314590;0,033362706
317080;0,032597541
431640;0,045186172
500060;0,031649576
411180;0,038813504
130390;0,020996557
313440;0,036088062
210820;0,034104444
150030;0,020731587
220550;0,034111774
260220;0,037918423
313505;0,026758332
150320;0,029744007
220790;0,03598366
230800;0,031915616
432150;0,042247353
330480;0,045047537
521930;0,037501974
510325;0,025351558
320332;0,037670816
210830;0,027565979
430660;0,044702792
421800;0,03554093
260070;0,033497799
431570;0,045155394
230590;0,037550982
260200;0,031006863
260230;0,034579189
420130;0,029471041
230625;0,029596429
320470;0,036392897
315220;0,037256811
130110;0,024985518
211020;0,029296679
314110;0,034853728
311230;0,029957523
231070;0,034207909
431060;0,036858629
292930;0,033877361
320140;0,041528511
500720;0,029791436
421630;0,031528659
130310;0,023258152
292800;0,034378974
240830;0,035130668
260010;0,03704548
261310;0,034502075
290100;0,038309786
291060;0,029881963
350070;0,037700638
352100;0,03240278
260510;0,037003032
330060;0,04358536
150215;0,023048933
431480;0,036575992
410960;0,037193994
220700;0,035291214
352570;0,040463898
280450;0,030971058
521830;0,028907212
431010;0,035618322
330620;0,041408998
260040;0,029017379
310340;0,037166526
110018;0,030432413
261100;0,029366189
260765;0,033250526
420550;0,032688263
230840;0,034348088
210210;0,029683891
350030;0,037983947
130353;0,024644754
420360;0,036401446
430910;0,040102698
312510;0,037583545
350250;0,039778616
350530;0,043526025
330500;0,040762884
291700;0,03466015
110015;0,032191744
261410;0,037118298
240100;0,036803584
510410;0,030912041
170220;0,029150237
230210;0,034816195
355040;0,044211682
211240;0,025194616
291650;0,031876191
411480;0,04059194
316210;0,035096047
170550;0,030930258
292640;0,036329096
292170;0,03329141
421360;0,039025218
310150;0,043774155
510263;0,02446092
290580;0,028384709
351310;0,037825808
130140;0,02112019
350520;0,043827611
354400;0,034341468
270690;0,030024176
351930;0,033092694
231020;0,033319748
430860;0,043625961
350010;0,048567588
292440;0,031226268
510642;0,029679417
510510;0,030844521
352040;0,032485461
510170;0,029310157
240580;0,032490401
210780;0,030479625
411200;0,032927009
290680;0,034470564
231360;0,033407015
120030;0,021197539
280540;0,026423912
313250;0,031800384
411570;0,038715145
221060;0,032676191
290990;0,03281081
315150;0,042150361
230690;0,03941707
315895;0,032322714
270850;0,025144853
150280;0,020031948
411420;0,042365565
211070;0,030371709
354630;0,036456486
280320;0,029197421
320280;0,035794639
312800;0,036567396
330575;0,036547522
130070;0,025380936
240220;0,029137956
260300;0,030155013
280130;0,031109168
412230;0,036482264
270880;0,029396469
350290;0,040134949
316800;0,03550039
430780;0,043192835
150050;0,024068416
412090;0,034089563
520910;0,039891735
251390;0,031997391
210203;0,023224744
261350;0,035343721
261360;0,039715533
150195;0,02016892
411770;0,035970036
320190;0,03797654
521560;0,031752734
260810;0,038110992
522010;0,04048742
150295;0,025292454
210660;0,030137137
220620;0,030320536
292890;0,028064084
351370;0,042599297
230700;0,035565333
314600;0,043916002
430280;0,048101201
291770;0,036931869
500330;0,035917936
290490;0,034113064
431890;0,04362328
420280;0,033554407
421320;0,040327396
510320;0,035311544
292630;0,039232
210690;0,026179162
150310;0,021483052
410200;0,04394881
130356;0,024286623
350860;0,040277956
150275;0,024397574
431370;0,039891809
241440;0,030476396
432145;0,040678998
250970;0,039985863
290850;0,034089245
211260;0,024453522
410880;0,038002654
250600;0,037649096
311330;0,04354323
353190;0,033274848
210850;0,030466998
351820;0,043514769
355020;0,036329147
353460;0,047560586
260570;0,030737068
510650;0,034485216
150543;0,022658235
350560;0,030436342
251210;0,041134127
211290;0,029634325
316553;0,030393334
231025;0,032229072
270450;0,025855079
210095;0,024247826
210370;0,033425034
430640;0,035537026
261630;0,030178368
350660;0,03605211
230230;0,033095696
411010;0,032972943
150350;0,028541036
421250;0,038865137
290780;0,04040749
150520;0,021018899
310540;0,035069262
260950;0,037095149
231200;0,032621217
291120;0,031815048
412220;0,030800365
411930;0,030483409
110009;0,030882321
316935;0,034649242
310860;0,036859073
230930;0,040124053
354660;0,046516663
270840;0,027404294
290930;0,034539157
130255;0,024203648
411330;0,03660466
130050;0,022443921
292370;0,032802482
150720;0,023659792
290560;0,033432815
411150;0,043473581
210047;0,027424794
411790;0,038910583
260530;0,033643706
240720;0,036426967
315200;0,035144622
330225;0,03707426
312430;0,036443981
290290;0,031952059
150445;0,025626913
316292;0,032339557
521020;0,043449485
211300;0,032656574
231030;0,037570904
230750;0,040067539
314180;0,029013679
150700;0,028628236
293015;0,031426637
521740;0,040670676
352620;0,034293496
410240;0,040990123
430420;0,045378463
410970;0,038617122
150095;0,025024319
314530;0,032326511
315720;0,034986911
430850;0,040865812
351000;0,042434692
150460;0,025544479
290630;0,0360247
314070;0,036783971
150570;0,025910168
320160;0,032423859
260590;0,028641306
432080;0,041273537
320080;0,040632663
150565;0,023221686
150803;0,026894464
510335;0,028495657
315560;0,031552894
320230;0,039418084
352030;0,042484383
260730;0,029584752
292720;0,037164911
210945;0,025109574
430820;0,04163874
231310;0,037648288
150110;0,018678983
290687;0,034549218
260610;0,034377367
320010;0,040115761
291465;0,029234144
110033;0,026449402
250430;0,038159174
261560;0,028928342
320305;0,030939217
352010;0,040580829
280060;0,029478231
240940;0,037120772
351080;0,042371593
421770;0,035025162
330025;0,040698311
311430;0,041627942
220570;0,031460913
411960;0,036462087
130115;0,028383887
500240;0,031878327
140047;0,023961701
420900;0,040338604
320020;0,041883326
150405;0,027634285
320501;0,028461351
352520;0,036586919
520330;0,037790149
280120;0,024418001
150600;0,022290453
521450;0,032993746
210100;0,030639859
430480;0,041880474
280360;0,026666095
353880;0,043433738
351830;0,037600588
354220;0,041991998
130180;0,018546895
431730;0,04418892
280570;0,033134647
353010;0,044585024
311060;0,043672419
432200;0,039368289
150430;0,030394586
292230;0,035454309
410425;0,031588172
431337;0,034492316
150070;0,019363524
330400;0,040549467
320040;0,036653407
260660;0,030647185
355160;0,047638205
353790;0,03735494
420210;0,039259391
320300;0,035045112
150190;0,024983022
211210;0,02927988
521308;0,035870627
231160;0,035764822
291450;0,035491643
290710;0,029923511
292380;0,037665569
150400;0,022328082
261050;0,037361071
410860;0,041038341
521570;0,037630767
290590;0,033159708
220830;0,034283979
261500;0,033801745
311160;0,038341979
260320;0,032914087
210500;0,025120116
421970;0,037223838
210220;0,027323892
130130;0,022172571
270420;0,030940303
411125;0,027348926
311660;0,036275002
230940;0,037580168
291730;0,030640451
280560;0,030463778
240360;0,031171332
350925;0,034156378
261460;0,036910673
292250;0,035062202
352640;0,042505123
211060;0,029218866
250030;0,038562612
293300;0,036026145
251120;0,033252615
210675;0,028490106
240145;0,029310626
292840;0,034100348
150440;0,032565797
330187;0,044961182
291490;0,027303789
130100;0,021157953
316040;0,038051787
270550;0,027792212
292310;0,034249052
432170;0,035680301
292550;0,03071702
410160;0,033429298
312360;0,039057888
310940;0,030897003
351220;0,034596453
500560;0,031656931
315140;0,037623844
311930;0,041268938
411690;0,041848548
311730;0,032374111
150085;0,023020351
315280;0,03802342
431130;0,043922386
220270;0,031464214
292770;0,02817864
510480;0,033570379
240110;0,036595204
330385;0,039464412
510562;0,033496126
292575;0,029729592
270920;0,030085623
150450;0,017314018
520030;0,034565599
313960;0,041428026
240820;0,031069979
292590;0,035975518
431850;0,042911876
354750;0,049964169
353920;0,040556736
230830;0,036771164
250830;0,035548931
130040;0,022897257
412570;0,037067486
330050;0,040688988
150034;0,024841156
230270;0,037309375
230780;0,028247168
351410;0,040332505
261580;0,030403622
353860;0,040942999
411995;0,040535011
270100;0,029736243
160050;0,020289415
431330;0,042034147
291915;0,032259018
230710;0,034637561
330300;0,042373819
270730;0,028100699
352180;0,036555135
210510;0,02750678
261130;0,03565777
210043;0,028005998
320410;0,036239143
293230;0,034914753
521010;0,040487299
314400;0,040209484
230320;0,035646471
421650;0,038366679
292290;0,036267311
313665;0,033616621
291320;0,033296158
291350;0,037974684
354670;0,032170972
411430;0,035395892
432270;0,042711041
432130;0,042936458
220150;0,034174121
280067;0,033305205
210070;0,032602103
420545;0,03133804
292210;0,034013407
500769;0,031061474
314460;0,040574672
412170;0,033532811
310630;0,034018602
110080;0,027466774
352044;0,043814779
431100;0,046447863
260775;0,030434914
220290;0,030719614
150770;0,023442117
280460;0,032966458
292820;0,038405088
311880;0,036037172
354760;0,041998457
210030;0,026692559
412350;0,040097962
355630;0,036645772
261020;0,036573982
230120;0,036516917
261240;0,033634857
352920;0,041691259
260460;0,034358964
251600;0,039796001
316290;0,044335648
260750;0,033075577
240420;0,030100378
120010;0,027684792
312670;0,035721063
292500;0,036299424
290730;0,035670943
260760;0,031508086
231320;0,038166113
432280;0,046120261
315690;0,03977873
320405;0,031788231
230560;0,040334859
290620;0,032865793
350940;0,038777208
320340;0,041305043
410210;0,043220963
500500;0,036157652
320245;0,035265654
150307;0,024030866
230495;0,031121158
261150;0,031967966
510860;0,027645605
292120;0,036732278
210542;0,027799433
313490;0,038846886
355340;0,045928456
211110;0,035916936
170930;0,032430555
510787;0,022513431
430690;0,044670113
290860;0,029742395
521120;0,041794668
261480;0,032488883
150503;0,025100296
421050;0,039198703
500100;0,038160894
270940;0,031585053
430940;0,043045723
510020;0,03043151
230945;0,036293756
431950;0,040885367
353740;0,042984395
130330;0,024160955
211010;0,027195473
270310;0,034318581
211245;0,024879571
260875;0,028021869
291110;0,027541072
210467;0,024069377
150715;0,028310694
230380;0,041436501
330290;0,046764333
311320;0,038685537
231270;0,040228788
353890;0,042007967
220580;0,034406203
411940;0,036616359
316200;0,039540281
350710;0,035313706
292580;0,037138645
313580;0,039945375
260900;0,036266604
150790;0,029632935
410360;0,042533208
430466;0,03796449
316960;0,04474737
280760;0,028771177
320506;0,036347561
211003;0,028693338
350220;0,038492577
500295;0,02730435
270500;0,030337284
291440;0,032918961
520350;0,033199788
110094;0,024678164
312950;0,038612058
290670;0,035692905
291835;0,031050893
220190;0,028121258
310110;0,043588181
316240;0,034298939
130360;0,020687858
330395;0,038362258
210825;0,025529699
500070;0,036144702
290110;0,033787686
353140;0,044994137
420850;0,035999376
270710;0,025977359
230530;0,035742101
312420;0,037557977
350780;0,039555967
350130;0,040987119
521730;0,0374569
260030;0,036810025
420395;0,0367164
150660;0,03060255
150745;0,028210488
310930;0,032536715
500450;0,032970704
230740;0,038723339
230425;0,032940599
260370;0,035726567
292480;0,037108396
270400;0,030987527
330415;0,036984669
250700;0,034429291
352000;0,036690065
250460;0,028928659
230170;0,038905829
354075;0,030016007
270510;0,028440303
500210;0,034047474
500710;0,02855836
314740;0,034676856
351240;0,038071714
521710;0,044341597
270320;0,031592773
432010;0,040679247
250690;0,039539183
350790;0,039986751
270640;0,031152375
350270;0,035696356
314870;0,035859563
210280;0,033809413
291190;0,035604657
431080;0,03841597
431840;0,041442569
293200;0,039588327
352140;0,037045022
270235;0,030174865
230435;0,033545178
251290;0,037468791
230610;0,031276643
313090;0,042163744
241150;0,035654917
432090;0,039443526
260500;0,037417977
421690;0,037786057
410590;0,042216684
270380;0,026633069
432220;0,040556201
270830;0,030029878
432180;0,04687328
432190;0,047705154
210900;0,029807667
210230;0,031660251
260970;0,037857015
291880;0,032803298
420630;0,034923895
310510;0,046352481
210290;0,025803561
314340;0,038513802
150200;0,027776247
316295;0,033914946
315400;0,045831656
150630;0,029120337
311910;0,041051651
280550;0,036469535
150250;0,023042155
311300;0,034622797
210550;0,031014224
431960;0,048039824
316270;0,034912504
320460;0,042761005
412080;0,032363866
261190;0,028463217
241250;0,037082125
412405;0,035278693
230160;0,03821239
410465;0,029341991
261485;0,02828266
291270;0,030995633
210650;0,030334079
210380;0,032266522
251230;0,035104656
500520;0,029259058
290340;0,032691065
354800;0,036702143
260700;0,026081875
421570;0,037313983
310020;0,043228279
330210;0,047256377
330140;0,038244572
355380;0,039090514
313270;0,038583918
355330;0,041493705
210845;0,029772913
293077;0,033010132
500470;0,038822214
320400;0,036768204
290500;0,039763481
355430;0,035493167
421280;0,037462715
230400;0,033421262
411350;0,039444392
420570;0,039330578
130440;0,024019492
291580;0,034917255
150747;0,02984137
120045;0,028308703
500190;0,032349637
110032;0,028521277
521090;0,035170296
260080;0,041507316
110001;0,031605896
320210;0,039028314
311840;0,041160804
421170;0,037853009
172120;0,031286961
420390;0,035587011
260090;0,03112734
250110;0,036523633
411410;0,038739108
