CNES;IBGE;leito_sus_cirurgicos;leito_sus_clinicos;leito_sus_gineco_obs;leito_sus_isolamento;leito_sus_outrasespec;leito_sus_pediatricos;leito_sus_uci;leito_sus_uti
2479710;231350;0;6;5;0;0;2;0;0
2426218;231355;0;5;4;0;0;4;0;0
2561328;231360;0;12;8;0;0;4;0;0
2499045;231370;0;13;3;0;0;4;0;0
2562162;231375;0;7;2;0;0;4;0;0
2560836;231380;0;12;4;2;0;9;0;0
2478307;231390;0;6;4;0;0;6;0;0
2479893;231395;0;10;2;0;1;6;0;0
2562871;231400;12;20;12;0;0;9;0;0
2561425;231410;4;24;18;0;1;22;0;0
2474859;240010;5;12;10;0;0;7;0;0
2410486;240020;15;17;10;2;0;0;0;0
2474301;240030;0;0;0;0;0;0;0;0
2407566;240050;12;13;15;0;0;13;0;0
2407574;240050;21;16;9;0;0;10;0;0
2381303;240060;15;16;12;0;0;7;0;0
2410389;240070;0;11;6;0;0;4;0;0
2408023;240080;4;14;6;0;0;4;0;0
2409550;240090;4;17;5;0;0;6;0;0
2410443;240100;18;21;0;0;6;7;0;0
2410478;240100;0;0;0;0;0;0;0;0
9515925;240100;0;0;8;0;0;0;0;0
2410338;240110;0;18;12;0;0;4;0;0
3126889;240120;5;6;6;0;0;7;0;0
2475375;240140;0;3;5;0;0;1;0;0
2407833;240145;0;17;2;0;0;2;0;0
4012429;240150;0;6;3;0;0;3;0;0
5498457;240160;0;5;5;0;0;5;0;0
4012445;240170;0;10;0;0;0;0;0;0
2375206;240180;0;6;3;0;2;3;0;0
6496792;240190;0;6;0;0;0;2;0;0
2665751;240200;0;0;0;0;0;0;0;0
2665778;240200;15;18;14;3;0;14;0;0
6707718;240200;0;0;0;0;0;0;0;0
6778550;240200;35;38;0;2;0;0;0;0
7947798;240210;0;8;0;0;0;0;0;0
4012526;240220;0;0;0;0;0;0;0;0
2410141;240230;11;10;6;0;0;5;0;0
2474972;240240;3;12;3;0;0;5;0;0
5828767;240240;0;4;6;0;0;0;0;0
2409992;240250;0;11;4;0;0;6;0;0
2800950;240260;12;15;12;2;0;0;0;0
2475278;240270;5;8;5;0;0;6;0;0
2474786;240280;0;7;3;0;0;2;0;0
2380862;240290;0;3;3;0;0;3;0;0
2475464;240300;0;8;2;0;0;2;0;0
2476487;240310;26;24;21;0;0;17;0;0
7997663;240310;0;10;0;0;0;0;0;0
2380706;240320;0;12;0;0;0;0;0;0
2473380;240325;11;6;30;0;0;6;5;10
3515168;240325;64;12;0;0;0;0;0;10
2380625;240330;0;11;0;0;0;7;0;0
2410052;240340;0;11;5;0;0;4;0;0
2409283;240360;0;16;6;0;0;4;0;0
2410192;240370;0;10;2;0;0;3;0;0
2380846;240400;4;15;4;0;0;5;0;0
2374757;240420;0;10;4;0;0;0;0;0
2408007;240430;0;8;0;0;0;4;0;0
2410206;240440;0;9;2;0;0;2;0;0
2474506;240450;6;11;4;0;0;6;0;0
7038887;240460;0;0;0;0;0;0;0;0
9466584;240470;0;0;0;0;0;0;6;0
2407582;240490;0;9;3;0;0;3;0;0
2475065;240500;0;12;0;0;0;5;0;0
2473763;240510;0;3;0;0;0;0;0;0
2410362;240520;0;10;5;1;0;5;0;0
4013034;240530;0;11;2;0;0;5;0;0
2474999;240540;0;1;0;0;0;0;0;0
2474492;240550;0;3;0;0;0;0;0;0
2409895;240560;1;15;5;0;0;4;0;0
2476266;240570;11;12;4;0;0;6;0;0
2474751;240580;6;12;10;0;0;6;0;0
9522891;240590;0;2;0;0;0;0;0;0
2409380;240600;2;16;3;0;0;0;0;0
2475847;240610;14;19;8;1;0;7;0;0
2693747;240620;0;2;4;0;0;4;0;0
4013204;240640;0;4;2;0;0;2;0;0
2476398;240650;4;10;5;2;0;5;0;0
2473844;240670;7;14;4;0;0;6;0;0
4013301;240680;0;8;0;0;0;0;0;0
2407590;240690;0;8;2;0;0;2;0;0
2380528;240700;0;16;6;0;0;8;0;0
2473577;240710;1;20;30;0;0;0;0;0
2474328;240720;6;19;13;0;0;6;0;0
2381168;240725;0;7;2;0;0;3;0;0
7277660;240740;0;20;6;0;0;4;0;0
2410214;240760;0;7;6;0;0;3;0;0
7503407;240770;0;14;4;0;0;1;0;0
2374579;240780;0;11;6;0;0;4;0;0
7414129;240790;0;6;4;0;0;3;0;0
2371707;240800;97;28;6;0;0;0;0;20
2389215;240800;0;0;0;0;70;0;0;0
2410265;240800;0;0;0;0;0;0;0;0
2410281;240800;16;7;81;0;2;11;31;25
2503549;240800;0;0;0;0;0;0;0;0
2503689;240800;56;49;0;0;2;27;0;9
3675580;240800;40;19;0;0;0;3;0;9
5336139;240800;0;0;0;0;0;0;0;0
5608910;240800;0;0;0;0;0;0;0;0
9119701;240800;0;0;0;0;0;0;0;0
2380382;240810;0;0;0;0;0;0;0;0
2380463;240810;12;2;0;0;0;0;0;18
2408236;240810;0;0;13;0;0;2;0;0
2408252;240810;46;5;0;0;0;2;0;14
2408260;240810;0;40;0;0;131;0;0;0
2408570;240810;26;53;87;1;0;6;19;26
2409003;240810;0;0;0;0;0;0;0;0
2409151;240810;6;10;0;0;0;74;0;20
2409186;240810;0;0;0;0;160;0;0;0
2409194;240810;89;80;0;3;0;9;0;4
2409208;240810;0;4;78;0;0;5;15;26
2653923;240810;149;146;0;0;0;16;21;45
2653931;240810;0;0;37;0;0;2;0;0
2653982;240810;85;88;0;8;0;30;0;24
2654016;240810;0;0;0;0;0;0;0;0
2654024;240810;0;0;0;0;0;0;0;0
2654032;240810;0;0;0;0;0;0;0;0
2654261;240810;0;0;0;5;15;42;0;10
2656337;240810;0;0;0;0;0;0;0;0
2656515;240810;0;0;0;0;0;0;0;0
2656930;240810;27;11;0;0;0;0;0;12
2657007;240810;0;0;0;0;0;0;0;0
2679469;240810;18;34;15;2;0;7;0;10
2679493;240810;0;0;0;0;0;13;0;0
2680033;240810;22;0;0;0;0;0;0;0
2798727;240810;0;0;0;0;0;0;0;4
3358836;240810;0;0;0;0;0;0;0;0
3649563;240810;0;0;0;0;0;0;0;0
3665216;240810;5;0;0;0;0;0;0;0
3708926;240810;6;76;0;1;6;10;0;10
4013484;240810;0;55;0;0;42;24;0;7
5295785;240810;0;0;0;0;0;0;0;0
5314267;240810;51;30;0;0;0;0;0;0
6108547;240810;0;0;38;0;0;4;0;0
8003629;240810;30;6;0;1;0;1;0;13
2374749;240830;3;12;14;0;2;7;0;0
2407663;240840;0;7;3;0;0;4;0;0
2381109;240860;0;4;2;0;0;2;0;0
2474026;240880;0;3;2;0;0;1;0;0
2361078;240890;19;0;9;0;0;0;0;0
2375494;240890;0;16;0;0;1;5;0;0
2474050;240895;0;4;2;0;0;2;0;0
3005860;240910;8;8;7;0;0;7;0;0
2408139;240930;9;9;17;0;0;5;0;0
2407868;240940;10;6;7;0;0;23;0;0
2409275;240940;20;16;14;1;0;0;0;6
2409658;240940;9;0;13;0;0;0;0;0
9507728;240940;0;0;0;0;0;0;0;0
7314132;240960;0;4;0;0;0;0;0;0
2375109;240980;0;4;3;0;0;4;0;0
2407841;240990;0;8;2;0;0;3;0;0
2380986;241000;0;4;3;0;0;3;0;0
2474174;241010;0;19;5;0;0;6;0;0
2409399;241020;16;6;4;0;0;5;0;0
7932146;241025;0;2;0;0;0;0;0;0
2474905;241030;0;12;5;0;0;5;0;0
2407884;241050;0;8;0;0;0;0;0;0
2407647;241060;3;6;6;0;0;4;0;0
2380897;241070;0;10;2;0;0;5;0;0
2474131;241090;0;8;0;0;0;4;0;0
2407434;241100;0;8;5;0;0;5;0;0
2693755;241105;0;10;0;0;0;4;0;0
2475146;241110;1;5;4;0;0;3;0;0
4014111;241120;0;2;39;0;0;12;0;0
4014138;241120;18;22;0;1;9;0;0;0
2476274;241140;4;10;7;1;0;4;0;0
2476061;241142;0;8;2;0;0;3;0;0
2375265;241150;11;11;12;0;0;6;0;0
4014219;241170;0;8;2;0;0;0;0;0
4014235;241200;14;16;14;0;0;20;0;0
2476150;241210;0;6;0;0;0;2;0;0
2560089;241220;0;0;53;0;0;5;0;0
4014359;241230;0;13;2;0;1;0;0;0
7325002;241240;0;9;0;0;0;3;0;0
2381184;241250;3;4;23;0;0;8;0;0
2381206;241250;7;16;12;0;6;12;0;0
2473666;241255;0;4;3;0;0;0;0;0
2475227;241260;7;10;12;0;0;7;0;0
2475022;241270;0;2;2;0;0;0;0;0
2407930;241280;0;10;5;1;0;4;0;0
2475618;241290;2;8;2;0;0;2;0;0
2475596;241300;0;11;0;0;0;3;0;0
2475138;241310;0;6;1;0;0;0;0;0
9333770;241330;0;10;2;0;0;0;0;0
2410222;241335;0;10;3;1;0;4;0;0
2476541;241340;0;16;2;0;0;4;0;0
3558134;241355;0;6;3;0;0;4;0;0
2380633;241360;0;11;0;0;0;4;0;0
4014596;241370;0;4;4;0;0;4;0;0
2380455;241380;0;8;4;0;0;2;0;0
2474425;241390;0;3;3;0;0;0;0;0
4014715;241400;0;8;4;0;1;4;0;0
2381125;241410;4;13;6;0;0;4;0;0
2410036;241415;0;3;0;0;0;0;0;0
2374501;241420;3;6;3;0;0;3;0;0
2593874;241440;8;10;6;0;0;6;0;0
2408082;241445;0;8;2;0;0;2;0;0
2407973;241460;0;7;3;0;0;3;0;0
2409259;241475;0;6;0;0;0;2;0;0
2375249;241480;0;6;3;0;0;3;0;0
3324060;241490;3;6;3;0;0;3;0;0
2560070;241500;6;4;6;0;0;5;0;0
2605430;250010;0;10;4;0;0;6;0;0
2322153;250020;0;9;0;0;0;3;0;0
2592509;250030;2;18;16;0;0;10;0;0
2591863;250040;1;17;1;1;0;9;0;0
2357658;250060;8;0;7;0;0;0;0;0
2603691;250070;0;17;7;0;0;4;0;0
2592053;250090;0;12;2;0;0;3;0;0
6499198;250110;5;20;4;0;0;7;0;0
2613689;250130;0;22;6;0;2;10;0;0
2613298;250150;5;13;7;0;0;12;0;0
3294889;250180;3;12;14;0;0;19;0;0
2613301;250190;6;10;5;0;0;4;0;0
7175108;250200;1;15;7;0;0;5;0;0
6400914;250210;0;0;0;0;0;0;0;0
2757729;250230;2;8;2;0;0;4;0;0
2321963;250240;2;8;4;1;0;4;0;0
2757702;250250;0;14;10;0;3;6;0;0
2603632;250260;0;0;0;0;0;0;0;0
2604566;250260;0;0;0;0;0;0;0;0
2342715;250280;0;10;10;0;0;5;0;0
2341727;250290;2;11;2;0;0;3;0;0
2757672;250300;5;14;5;0;1;13;0;0
2342170;250320;9;8;11;0;0;7;0;0
2321386;250340;0;3;2;0;0;0;0;0
2613409;250350;1;10;6;0;0;5;0;0
2504502;250370;15;0;0;0;0;15;0;0
2613476;250370;40;55;18;2;0;9;0;7
2315793;250400;26;37;23;0;0;3;4;12
2362260;250400;0;2;0;0;0;0;0;0
2362287;250400;0;11;95;0;0;11;14;16
2362821;250400;0;2;37;1;0;39;9;18
2362848;250400;23;5;0;0;0;0;0;14
2362856;250400;191;26;0;6;0;33;11;19
2362880;250400;0;58;0;0;20;0;0;22
2363070;250400;31;58;6;1;0;7;0;10
2613735;250400;0;0;0;0;143;0;0;0
2613743;250400;15;18;0;0;0;0;0;14
2676060;250400;29;79;0;0;0;33;0;19
3006204;250400;0;0;0;0;0;0;0;0
3148815;250400;2;0;0;0;0;0;0;0
7113692;250400;0;0;0;0;0;64;0;0
7249071;250400;0;0;0;0;0;0;0;0
9524495;250400;0;0;0;0;0;0;0;0
2592460;250430;10;16;15;0;2;0;0;0
2603799;250430;0;0;0;0;0;21;0;0
2603748;250440;12;15;16;1;2;13;0;0
2592363;250480;4;20;5;1;0;10;0;0
2343177;250500;0;9;0;0;0;7;0;0
2342642;250510;17;21;10;0;4;15;0;0
2591774;250570;2;6;4;1;0;0;0;0
2322706;250600;6;10;5;2;0;5;0;0
2342820;250620;2;13;0;0;0;3;0;0
2603802;250630;10;20;24;2;0;12;0;6
2613328;250630;23;0;0;0;0;0;0;0
2613417;250630;0;0;0;0;0;0;0;0
2675811;250630;6;0;0;0;0;0;0;0
9691049;250630;5;0;0;0;0;0;0;0
7633335;250650;0;4;0;0;0;0;0;0
2322188;250660;0;0;0;0;0;0;0;0
2364174;250680;0;0;0;0;0;0;0;0
2613336;250690;0;0;0;0;0;0;0;0
6644996;250690;8;8;19;0;0;6;0;0
2341204;250700;6;18;12;0;0;12;0;0
6658520;250710;3;4;7;0;0;4;0;0
7366655;250730;0;0;0;0;0;0;0;0
2613492;250740;2;3;3;0;0;4;0;0
2357615;250750;0;0;0;0;0;0;0;0
2399067;250750;0;0;0;0;72;0;0;0
2399113;250750;0;0;0;0;0;0;0;0
2399237;250750;0;50;0;0;0;0;0;0
2399318;250750;0;0;0;1;0;54;0;6
2399555;250750;49;52;0;9;0;0;0;16
2399628;250750;104;56;0;4;10;0;0;8
2399636;250750;0;0;0;1;0;60;0;10
2399644;250750;0;5;151;1;0;26;34;19
2399717;250750;2;77;0;0;55;8;0;6
2399741;250750;48;14;0;2;2;19;0;16
2399776;250750;62;47;0;9;0;0;0;10
2399989;250750;0;0;0;0;0;0;0;0
2400065;250750;0;0;0;0;0;0;0;0
2400243;250750;26;79;40;10;0;24;6;24
2400324;250750;29;83;39;2;0;2;4;18
2593262;250750;92;18;0;4;0;12;6;31
2707497;250750;0;2;0;0;0;0;0;0
2707519;250750;0;110;0;0;0;0;0;0
2707527;250750;0;4;34;0;0;9;9;11
2755483;250750;20;2;0;0;0;0;0;10
2755807;250750;2;0;0;0;0;0;0;0
3001377;250750;0;0;0;0;0;0;0;0
3039269;250750;0;0;0;0;0;0;0;0
3043142;250750;0;0;0;1;0;8;2;12
3056724;250750;4;1;0;0;0;0;0;2
3093026;250750;0;0;0;0;0;0;0;0
3112691;250750;0;2;0;0;0;0;0;0
3237389;250750;0;0;0;0;0;0;0;0
3237540;250750;0;0;0;0;0;0;0;0
3398315;250750;2;2;0;0;0;0;0;0
5654319;250750;33;60;1;2;0;0;0;10
6352677;250750;0;0;0;0;0;0;0;0
6933254;250750;0;0;0;0;0;0;0;0
7520972;250750;0;0;0;0;0;0;0;0
7870930;250750;4;0;0;0;0;0;0;0
9561501;250750;0;0;0;0;0;0;0;0
2613697;250770;0;11;2;0;1;4;0;0
6432204;250790;0;12;0;0;0;0;0;0
2321572;250800;0;8;2;0;0;1;0;0
2613344;250820;0;10;4;0;0;5;0;0
2757699;250830;8;6;5;0;4;5;0;0
2592266;250840;2;4;2;2;0;2;0;0
2592592;250860;0;1;0;0;0;1;0;0
2613522;250890;0;14;6;0;2;14;0;0
7666772;250890;15;20;15;0;0;10;0;10
6690688;250910;0;0;0;0;0;0;0;0
2613611;250920;6;27;10;1;0;8;0;0
2336812;250970;18;17;5;2;0;15;0;0
9954279;250970;0;0;0;0;0;0;0;0
2342960;250990;0;10;5;0;0;4;0;0
2343207;251010;0;19;0;0;0;0;0;0
2605392;251020;0;0;0;0;0;0;0;0
9608419;251040;0;1;0;0;0;0;0;0
2605414;251080;8;0;62;0;0;2;15;11
2605473;251080;52;81;0;0;0;4;0;6
2605481;251080;10;0;0;2;0;55;0;0
3102246;251080;0;0;0;0;0;0;0;0
3232514;251080;0;0;0;0;0;0;0;0
2613530;251090;3;14;4;0;0;5;0;0
2758040;251110;4;10;0;0;0;6;0;0
2363682;251120;9;17;9;5;4;8;0;0
2600331;251130;12;22;5;0;16;15;0;10
2772906;251130;4;10;5;0;0;5;0;0
2757710;251140;18;44;18;0;0;20;0;0
2364018;251150;0;8;4;0;1;5;0;0
2613638;251200;0;34;14;0;0;9;0;0
2592568;251210;12;26;25;0;6;13;0;0
2321637;251230;7;16;14;1;0;6;0;0
3130584;251230;0;0;0;0;0;0;0;0
6679528;251250;8;10;10;1;0;8;0;0
2341808;251280;0;5;0;0;0;3;0;0
2592223;251320;0;8;0;0;0;5;0;0
7288778;251335;0;10;0;0;0;0;0;0
2321122;251340;13;13;5;0;0;5;0;0
2592746;251370;12;46;34;1;0;0;0;8
9467718;251370;20;20;0;11;0;17;0;30
7194668;251385;0;6;0;0;0;0;0;0
2613549;251390;5;15;8;0;3;6;0;0
2812568;251392;0;0;0;0;0;0;0;0
6161731;251392;0;0;0;0;0;0;0;0
2357631;251420;0;3;0;0;0;0;0;0
2605384;251430;0;8;3;1;0;4;0;0
2613565;251450;0;14;3;0;0;0;0;0
7354282;251470;0;0;4;0;0;0;0;0
2605449;251490;6;10;3;0;0;7;0;0
2357445;251530;14;47;6;0;1;10;0;0
2364336;251540;0;20;4;0;0;0;0;0
2682710;251550;10;21;10;0;2;15;0;0
2604744;251570;0;12;0;0;0;0;0;0
2613360;251590;0;7;0;0;0;0;0;0
2613379;251600;8;12;7;0;0;7;0;0
7360886;251610;1;14;4;0;1;2;0;0
2315149;251620;0;3;0;0;0;0;0;8
2504537;251620;18;24;15;4;0;14;0;6
2504545;251620;0;0;20;0;0;16;0;0
3012611;251620;0;0;0;0;0;0;0;0
3058549;251620;0;0;0;0;0;0;0;0
2611864;251630;9;16;8;0;2;6;0;0
2757664;251650;12;27;6;2;0;7;0;0
2604779;251660;0;13;3;0;0;7;0;0
2321556;251670;5;21;7;0;1;5;0;0
2322730;251690;6;13;4;0;0;4;0;0
2362112;251690;0;13;3;0;0;4;0;0
5390044;260005;0;0;20;0;0;4;0;0
6809154;260005;0;0;0;0;0;0;0;0
2428385;260010;11;27;19;0;0;8;0;0
2429438;260010;22;20;20;0;0;20;0;0
2517116;260010;0;0;0;0;0;0;0;0
2639238;260020;4;18;8;0;0;9;0;0
9417435;260030;9;37;7;0;21;2;0;0
2356279;260040;10;20;8;0;0;12;0;0
2702991;260050;0;15;7;0;4;4;0;0
2630524;260060;2;5;1;0;0;3;0;0
2715171;260070;4;10;8;0;0;4;0;0
2319284;260080;3;6;6;0;0;3;0;0
2711877;260090;5;13;8;0;0;5;0;0
2703033;260100;0;8;2;0;0;2;0;0
2715155;260105;0;2;0;0;1;0;0;0
2639254;260110;7;18;14;0;0;10;0;0
2639262;260110;20;58;24;0;6;21;0;0
2551764;260120;8;43;22;0;0;19;0;6
3369293;260120;2;2;0;0;0;0;0;2
2703343;260130;0;4;3;0;0;4;0;0
2319543;260140;0;0;0;0;45;0;0;0
2348179;260140;0;0;0;0;0;0;0;0
2499975;260140;34;6;16;2;3;8;0;0
2715376;260150;0;6;3;0;0;0;0;0
2349574;260160;0;16;0;4;0;8;0;0
2436310;260170;9;21;19;0;0;10;0;0
6931561;260170;0;0;0;0;0;0;0;0
2703076;260180;2;3;2;0;0;3;0;0
2344246;260190;14;13;12;0;0;5;0;0
2344254;260190;33;42;1;0;11;0;0;10
2345374;260200;0;6;5;0;0;5;0;0
2639025;260210;8;22;8;0;4;4;0;0
2711931;260220;0;19;8;0;0;6;0;0
2638835;260230;10;18;10;0;0;14;0;0
2352524;260240;2;7;4;0;0;1;0;0
2711907;260250;0;2;1;0;0;4;0;0
2436205;260260;4;14;6;1;1;6;0;0
2715325;260270;3;8;6;0;0;0;0;0
2639041;260280;0;19;9;0;0;7;0;0
2703041;260280;0;24;8;0;0;9;0;0
0000027;260290;0;0;0;0;0;0;0;0
0000035;260290;15;20;3;0;0;0;0;0
0000094;260290;0;1;21;0;0;10;0;0
0000183;260290;0;0;0;0;0;0;0;0
0000221;260290;0;0;0;0;0;0;0;0
5581923;260290;0;0;0;0;0;28;0;0
6559379;260290;82;57;0;4;0;0;0;30
7886942;260290;0;0;0;0;0;0;0;0
7944535;260290;0;0;0;0;0;0;0;0
2639246;260300;7;32;19;0;0;16;0;0
2638908;260310;4;6;2;0;0;4;0;0
2703017;260320;4;10;2;0;0;4;0;0
2351048;260330;0;5;3;0;0;3;0;0
2348713;260340;0;8;4;0;0;5;0;0
2705842;260345;0;1;21;0;0;2;2;0
7428456;260345;0;0;0;0;0;0;0;0
7880502;260345;0;0;0;0;0;0;0;0
2703386;260350;0;8;4;0;0;2;0;0
2715341;260360;0;3;2;0;0;2;0;0
2638924;260370;6;14;8;0;0;4;0;0
2346869;260380;2;14;5;0;0;4;0;0
2428881;260390;3;7;2;0;0;3;0;0
4018044;260392;1;4;4;0;0;2;0;0
2428784;260400;8;12;14;1;0;4;0;0
2517019;260400;8;49;9;2;0;10;0;0
2345889;260410;0;0;0;0;0;0;0;0
2351994;260410;0;1;64;2;0;33;24;0
2427419;260410;141;23;0;0;0;14;0;19
2428369;260410;0;0;0;0;0;0;0;0
2428989;260410;0;60;0;0;0;0;0;0
3040313;260410;0;0;0;0;0;0;0;0
3083721;260410;15;0;45;0;0;3;0;0
3719278;260410;0;0;0;0;0;0;0;0
5093619;260410;0;44;0;0;0;7;0;0
5615895;260410;0;0;0;0;0;0;0;0
7498810;260410;31;116;0;17;0;31;0;50
7895682;260410;0;0;0;0;0;0;0;0
9468315;260410;0;0;0;0;0;0;0;0
9614362;260410;0;0;0;0;0;0;0;0
2715198;260415;0;9;9;0;0;10;0;0
2715260;260420;0;16;6;0;0;5;0;0
2352761;260430;0;8;4;0;0;6;0;0
2315165;260440;0;9;4;0;0;6;0;0
2344408;260450;8;12;6;0;0;12;0;0
2715295;260460;0;12;4;0;0;5;0;0
2355841;260470;3;12;3;0;0;5;0;0
2715201;260480;18;9;6;0;0;6;0;0
2350246;260490;4;6;6;0;0;3;0;0
2354845;260500;4;6;6;0;0;4;0;0
2639068;260510;6;15;10;3;0;7;0;0
6078060;260510;0;0;0;0;0;0;0;0
9952667;260510;0;0;0;0;0;0;0;0
2350289;260515;0;20;4;0;0;3;0;0
2711400;260520;0;0;0;0;0;0;0;0
2712059;260520;12;14;15;0;0;10;0;0
2431106;260530;0;19;6;0;0;8;0;0
2712024;260540;3;5;5;0;0;4;0;0
2429586;260545;0;7;0;0;1;2;0;0
2354209;260550;0;5;0;0;0;2;4;0
2432471;260560;4;8;5;0;0;5;0;0
2711893;260570;8;28;17;4;0;8;0;0
7728689;260570;0;0;0;0;0;0;0;0
2638916;260580;0;5;3;0;0;3;0;0
2435454;260590;0;10;8;0;0;5;0;0
2638991;260600;26;5;28;0;0;3;0;0
2639009;260600;27;13;9;0;0;1;0;11
2702983;260600;27;28;24;0;0;17;8;10
3268020;260600;0;0;0;0;0;0;0;0
3306828;260600;0;0;0;0;0;0;0;0
9816682;260600;0;0;0;0;0;0;0;0
2499843;260610;7;8;4;0;0;5;0;0
2428679;260620;0;4;7;0;0;2;0;0
2434059;260620;0;0;4;0;0;0;0;0
2711885;260620;16;22;21;0;0;19;0;0
3812553;260620;0;0;0;0;0;0;0;0
8013233;260620;0;0;0;0;0;0;0;0
2702835;260630;0;10;3;1;0;6;0;0
2435802;260640;11;32;7;0;0;6;0;0
2702975;260650;3;11;6;0;0;2;0;0
2639092;260660;0;13;3;0;0;3;0;0
2346850;260670;0;8;3;0;0;5;0;0
2347342;260680;0;0;0;0;82;0;0;0
2639343;260680;3;13;0;0;0;0;0;0
6934692;260680;0;0;0;0;0;0;0;0
9968830;260680;0;0;0;0;0;0;0;0
2639297;260690;0;9;3;0;0;4;0;0
2703068;260700;0;5;6;0;0;2;0;0
2639327;260710;0;2;1;0;0;1;0;0
2427249;260720;0;0;20;0;0;0;0;0
2715228;260730;0;19;3;0;4;7;0;0
2715244;260730;0;8;6;0;0;5;0;0
2639114;260740;0;8;4;0;0;2;0;0
2638959;260750;0;18;2;0;0;1;0;0
2347199;260760;0;7;4;0;0;3;0;0
2352559;260765;10;15;8;0;0;9;0;0
2703505;260770;7;9;4;0;0;5;0;0
2432315;260775;0;1;0;0;0;0;0;0
2499835;260780;0;6;4;0;0;4;0;0
2319454;260790;0;0;51;0;0;16;0;30
2432900;260790;48;78;0;0;0;0;0;0
2711990;260790;0;7;28;0;0;27;0;0
3059499;260790;0;0;0;0;0;0;0;0
3207560;260790;0;0;0;0;0;0;0;0
3890457;260790;0;0;0;0;0;0;0;0
5356067;260790;91;39;0;0;40;0;0;40
9499199;260790;48;78;0;0;0;0;0;0
7288263;260795;10;10;7;0;0;5;0;0
2433788;260800;0;6;4;0;0;3;0;0
2349361;260805;4;9;4;0;0;6;0;0
2715287;260810;0;11;7;0;0;5;0;0
2433494;260820;0;8;4;0;0;2;0;0
5177235;260825;0;4;1;0;0;1;0;0
2638975;260830;0;6;2;0;0;1;0;0
2346826;260840;0;10;4;0;0;4;0;0
2715392;260845;2;6;3;0;0;2;0;0
2711389;260850;2;10;6;0;0;2;0;0
2638967;260860;8;9;4;0;1;4;0;0
2353954;260870;4;6;4;0;0;3;0;0
2639211;260875;0;13;10;0;0;4;0;0
2703025;260880;0;12;5;0;0;4;0;0
2712032;260890;16;16;16;0;0;13;0;0
7551584;260890;0;10;0;0;20;0;0;10
2715309;260900;6;31;6;0;0;9;0;0
2352575;260910;3;3;2;0;0;1;0;0
3513351;260915;0;5;8;0;0;3;0;0
2500078;260920;0;4;7;0;0;2;0;0
2702827;260930;1;16;7;0;0;10;0;0
2343738;260940;61;6;0;0;0;0;0;0
2711958;260950;1;10;19;1;0;10;0;0
2344807;260960;0;0;0;0;0;0;0;0
2344866;260960;0;0;0;0;65;0;0;0
2344882;260960;16;83;28;0;39;12;0;20
3015920;260960;1;1;0;0;0;0;0;5
7748027;260960;0;0;0;0;0;0;0;0
2712067;260970;4;7;4;0;0;5;0;0
2639203;260980;0;5;3;0;0;3;0;0
2712040;260990;31;19;17;0;3;18;0;0
3445267;260990;0;0;0;0;0;0;0;0
2315343;261000;48;28;21;1;21;3;0;10
2428393;261000;29;29;29;6;0;35;0;20
2639033;261010;0;6;2;0;0;2;0;0
2703394;261020;5;11;4;0;0;6;0;0
2638932;261030;0;13;4;0;0;3;0;0
2715384;261040;4;15;3;0;0;7;0;0
2715368;261050;3;10;10;0;0;2;0;0
2516764;261060;24;38;8;2;0;23;0;0
2349205;261070;0;0;0;0;0;15;0;0
2433044;261070;0;43;25;0;69;0;0;0
5707234;261070;2;4;0;0;0;0;0;30
6186343;261070;0;0;0;0;0;0;0;0
6431569;261070;88;50;0;3;2;0;0;30
7316607;261070;15;27;0;0;0;0;0;0
7549172;261070;0;0;0;0;0;0;0;0
9309594;261070;15;52;0;0;0;0;0;0
2639106;261080;2;9;7;1;0;5;0;0
2638878;261090;10;56;32;0;0;27;0;0
9156135;261090;0;0;0;0;0;0;0;0
2711850;261100;10;12;16;2;0;14;0;0
7152566;261100;15;16;21;0;8;7;0;0
2430029;261110;6;0;0;0;0;0;0;0
2430118;261110;1;0;2;0;0;0;0;0
2430495;261110;4;0;0;0;0;0;0;0
2430517;261110;0;0;0;0;0;0;0;0
2430622;261110;6;4;0;0;0;0;0;6
2430711;261110;4;41;72;0;0;84;35;20
6042414;261110;86;35;0;0;8;0;0;21
9262407;261110;4;54;0;0;0;0;0;4
9569723;261110;1;0;0;0;0;0;0;0
9698469;261110;0;0;0;0;0;0;0;0
2349906;261120;0;4;8;0;0;2;0;0
2432706;261130;4;9;5;0;0;3;0;0
2356449;261140;0;0;4;0;0;0;0;0
2356430;261150;6;24;12;0;0;8;0;0
0000396;261160;106;119;42;2;13;38;5;20
0000418;261160;68;140;102;0;0;15;23;59
0000426;261160;209;205;0;0;95;37;0;40
0000434;261160;195;236;138;13;30;278;60;101
0000477;261160;128;166;0;38;20;20;0;27
0000485;261160;10;2;0;0;0;0;0;0
0000566;261160;35;40;0;0;0;37;0;22
0000582;261160;108;69;0;2;16;14;0;35
0000655;261160;384;252;0;0;0;133;0;53
0000671;261160;1;1;37;1;0;10;0;0
0000701;261160;3;0;33;0;0;8;0;0
0000809;261160;0;49;0;0;0;10;0;4
0000981;261160;0;45;0;2;8;13;0;10
0001015;261160;0;0;0;0;0;50;0;0
0001120;261160;60;56;0;0;0;4;0;28
0001465;261160;0;0;0;0;0;0;0;0
0001546;261160;0;0;0;0;115;0;4;0
0020516;261160;0;6;39;0;0;12;0;0
2319187;261160;7;0;0;0;0;0;0;0
