CNES;IBGE;leito_sus_cirurgicos;leito_sus_clinicos;leito_sus_gineco_obs;leito_sus_isolamento;leito_sus_outrasespec;leito_sus_pediatricos;leito_sus_uci;leito_sus_uti
5247993;410690;0;0;0;0;0;0;0;0
5310350;410690;10;23;0;0;0;0;0;0
5423074;410690;0;0;0;0;0;0;0;0
6388671;410690;15;93;0;4;0;0;2;20
6404316;410690;0;0;0;0;0;0;0;0
6755771;410690;0;0;0;0;0;0;0;0
6792200;410690;0;0;0;0;0;0;0;0
6878318;410690;0;0;0;0;0;0;0;0
6953816;410690;0;0;0;0;0;0;0;0
6978495;410690;0;0;0;0;0;0;0;0
7180799;410690;0;0;0;0;0;0;0;0
7413432;410690;25;20;0;0;0;0;0;0
9084940;410690;0;0;0;0;0;0;0;0
9571493;410690;0;0;0;0;0;0;0;0
9582800;410690;0;0;0;0;0;0;0;0
9907939;410690;0;0;0;0;50;0;0;0
3024628;410700;2;7;4;0;0;3;0;0
2753871;410710;3;8;4;0;0;4;0;0
2810034;410715;2;8;3;0;0;2;0;0
2666626;410720;3;20;6;1;0;15;0;0
5232511;410720;7;30;8;1;0;4;0;0
2733447;410730;0;0;0;0;0;0;0;0
2735962;410750;5;17;5;0;0;6;0;0
4052536;410753;4;8;4;0;0;4;0;0
2576430;410760;5;14;7;0;0;4;0;0
0017574;410765;4;6;14;0;0;8;0;0
4052617;410775;2;21;3;0;0;5;0;0
2729490;410800;1;11;6;0;0;4;0;0
2572370;410820;3;17;5;0;0;6;0;0
2591049;410830;23;40;28;0;0;4;10;21
2593912;410830;10;1;5;1;2;1;0;0
2673800;410830;0;0;0;0;0;0;0;0
5061989;410830;80;52;2;4;0;26;0;30
2666723;410840;0;0;0;0;0;0;0;0
2666731;410840;20;19;9;1;0;8;0;10
5373190;410840;17;10;0;0;0;1;0;6
6424341;410840;49;6;22;4;1;15;5;20
2588404;410855;0;6;2;0;0;2;0;0
2733609;410860;0;0;0;0;0;0;0;0
2735970;410860;10;16;12;5;0;17;0;0
2573318;410870;8;11;3;0;0;4;0;0
2810123;410880;7;23;11;0;0;9;0;0
2753839;410890;4;4;4;0;0;4;0;0
2781808;410900;0;10;2;0;0;3;0;0
2572443;410930;13;16;11;0;0;4;0;0
2573075;410930;8;8;4;0;0;2;0;0
2741644;410940;0;0;0;0;0;0;0;0
2741989;410940;39;24;18;4;2;15;4;17
2742047;410940;41;39;25;0;0;20;0;19
3139301;410940;0;8;2;2;0;5;0;0
6732100;410950;0;6;4;0;2;2;0;0
2680807;410960;2;21;13;0;0;14;0;0
4053214;410970;5;30;8;0;0;12;0;0
2571978;410975;5;16;6;1;0;6;0;0
2729385;410980;12;23;10;0;0;18;0;0
2729504;410980;0;0;0;0;0;0;0;0
2753898;411030;0;6;3;0;0;2;0;0
2733145;411040;0;9;3;0;3;1;0;0
2686740;411050;0;14;0;2;0;4;0;0
2738171;411060;4;12;4;0;0;11;0;0
2517523;411070;0;0;0;0;0;0;0;0
2783789;411070;19;37;23;0;13;18;0;20
6473687;411070;0;0;0;0;0;0;0;0
9324437;411070;0;8;0;0;0;0;0;0
2733560;411080;2;18;6;0;0;5;0;0
2733242;411090;1;10;0;0;0;6;0;0
2582627;411095;8;12;0;0;0;5;0;0
2582058;411100;0;12;0;0;0;9;0;0
2733455;411110;2;9;2;1;0;3;0;0
0017612;411125;3;16;9;1;0;6;1;0
2753847;411130;2;7;4;0;0;4;0;0
2687089;411140;2;6;5;0;1;4;0;0
2587734;411150;2;27;12;1;0;11;0;0
2590182;411150;17;14;10;2;0;6;0;11
2590727;411150;31;11;8;2;0;10;0;21
2733277;411160;0;0;0;0;0;0;0;0
2781743;411170;2;8;4;0;0;4;0;0
2783800;411180;23;31;18;1;0;12;0;9
2729407;411190;1;18;5;1;0;4;0;0
2687038;411200;8;44;12;0;0;15;0;0
2573504;411210;0;0;0;0;296;0;0;0
5240085;411210;13;13;12;1;0;10;0;0
4053443;411230;0;2;0;0;0;1;0;0
2733617;411240;2;11;3;1;0;2;0;0
2587777;411250;1;14;5;0;0;3;0;0
2729512;411270;0;10;5;0;0;3;0;0
2781751;411275;3;9;3;0;0;3;0;0
2781719;411280;1;19;3;0;0;3;0;0
2781794;411290;0;14;0;0;0;0;0;0
2733501;411295;0;0;0;0;0;0;0;0
2733463;411300;4;8;3;0;0;4;0;0
2573415;411310;2;14;4;0;0;3;0;0
0017663;411320;10;32;0;0;47;0;0;0
0025399;411320;1;1;14;0;0;2;0;0
2741873;411330;10;21;0;2;0;9;0;0
2742071;411330;6;19;14;0;0;19;0;0
2572257;411345;3;11;2;0;0;4;0;0
2753545;411350;4;10;6;0;0;5;0;0
2753774;411350;5;12;8;1;0;5;0;0
2753987;411350;0;0;0;1;48;0;0;0
2550792;411370;47;47;18;0;0;5;13;22
2577623;411370;51;49;0;0;9;12;0;17
2577704;411370;0;0;0;0;0;0;0;0
2577755;411370;0;0;0;0;0;0;0;0
2577763;411370;23;70;0;0;0;24;0;0
2578409;411370;0;0;0;0;65;0;0;0
2578425;411370;0;0;0;0;0;0;0;0
2578468;411370;0;0;0;0;200;0;0;0
2578506;411370;7;1;0;0;0;0;0;0
2578670;411370;47;47;0;5;0;15;0;0
2579391;411370;0;8;37;0;0;5;0;0
2579561;411370;0;0;0;0;0;0;0;0
2579685;411370;0;0;0;0;0;0;0;0
2580055;411370;39;26;0;0;2;22;0;43
2758083;411370;0;0;0;0;0;0;0;0
2781859;411370;78;84;27;5;15;28;14;38
3114872;411370;0;0;0;0;0;0;0;0
3235777;411370;0;0;0;0;0;0;0;0
3518094;411370;0;0;0;0;0;0;0;0
5301424;411370;0;0;0;0;0;0;0;0
6074502;411370;0;0;0;0;0;0;0;0
6528104;411370;0;0;0;0;0;0;0;0
7758391;411370;0;0;0;0;0;0;0;0
2590166;411375;3;8;3;1;0;4;0;0
2729415;411380;0;8;5;0;0;3;0;0
2554011;411390;3;14;7;0;0;4;0;0
2733390;411410;14;12;1;0;0;5;0;0
2585766;411420;0;0;0;0;0;0;0;0
7250401;411420;12;11;18;0;0;6;3;0
0017779;411430;0;35;4;0;1;10;0;0
2595265;411440;6;13;9;2;0;21;0;0
2588242;411450;1;13;6;1;0;4;0;0
4053907;411460;0;0;0;0;0;0;0;0
7117485;411460;3;10;6;1;0;3;0;0
2753928;411500;4;9;5;0;0;4;0;0
2586142;411520;5;13;0;0;0;2;0;6
2586169;411520;32;32;0;0;0;1;0;6
2586444;411520;0;1;0;0;0;0;0;0
2587165;411520;0;1;0;0;0;0;0;0
2587289;411520;0;80;0;0;160;0;0;0
2587335;411520;23;33;18;0;0;23;5;20
2587343;411520;0;0;0;0;0;0;0;0
2594714;411520;45;8;55;0;0;18;5;29
2743469;411520;43;31;2;0;0;1;0;34
2743477;411520;29;34;0;0;26;20;0;10
3206041;411520;0;0;0;0;0;0;0;0
6030750;411520;1;0;0;0;0;0;0;0
6466265;411520;4;0;0;0;0;0;0;0
7264593;411520;0;0;0;0;0;0;0;0
7898630;411520;0;0;0;0;0;0;0;0
9365230;411520;0;0;0;0;0;0;0;0
2585367;411540;4;15;8;1;0;8;0;0
2572265;411550;3;6;6;0;0;6;0;0
2588188;411560;8;12;5;0;0;8;0;0
2557207;411570;0;4;8;0;0;0;0;0
2582716;411580;13;18;6;1;0;14;0;3
2588234;411580;0;0;0;0;0;0;0;0
3032825;411580;0;0;0;0;0;0;0;0
2729474;411600;0;6;2;0;0;2;0;0
2575957;411605;4;12;8;0;0;6;0;0
2583178;411605;0;0;0;0;0;0;0;0
2687119;411620;1;17;2;0;0;2;0;0
2573172;411670;17;15;4;0;0;4;0;0
2733358;411680;2;8;6;0;0;4;0;0
2733536;411690;0;0;0;0;0;0;0;0
2774216;411690;0;16;8;1;0;5;0;0
2587645;411695;1;7;2;1;0;2;0;0
2568926;411700;0;12;0;0;0;2;0;0
3452263;411710;7;10;6;1;0;8;0;0
2738228;411720;1;11;1;1;0;3;0;0
2810018;411722;0;5;1;1;0;0;0;0
2586088;411725;0;0;0;0;0;0;0;0
2587823;411727;5;18;8;1;12;6;0;0
2740540;411730;0;0;0;0;0;0;0;0
2781832;411750;0;21;0;1;0;5;0;0
2738287;411760;19;30;20;0;0;21;0;10
2686910;411770;0;0;0;0;0;0;0;0
2686929;411770;2;16;7;0;0;3;0;0
5262011;411770;0;0;0;0;0;0;0;0
2810069;411790;0;0;0;0;0;0;0;0
4054695;411790;4;16;7;1;0;7;0;0
2753979;411800;4;10;8;0;0;10;0;0
2687127;411820;21;44;26;6;2;20;0;14
3227561;411820;0;0;0;0;0;0;0;0
3560430;411820;0;0;0;0;0;0;0;0
5248043;411820;0;0;0;0;0;0;0;0
2753855;411830;2;5;3;1;0;5;0;0
2753685;411840;3;0;0;0;0;0;0;0
2754002;411840;0;0;0;0;0;0;0;0
2754738;411840;45;16;25;5;4;17;0;20
2810026;411845;0;10;2;0;0;3;0;0
0017868;411850;30;43;1;0;0;6;0;22
0017884;411850;29;30;17;0;0;27;0;20
2501171;411850;0;0;0;0;0;0;0;0
2659204;411850;0;0;0;0;0;0;0;0
5069149;411850;0;0;0;0;0;0;0;0
7759967;411850;0;0;0;0;0;0;0;0
2559188;411870;0;7;3;0;0;2;0;0
2738198;411890;0;15;1;0;0;3;0;0
7424981;411910;22;5;10;2;0;11;0;0
0018090;411915;14;20;16;1;0;13;0;0
0018260;411915;0;0;0;0;160;0;0;0
0018333;411915;0;17;29;0;0;4;0;0
4054954;411920;3;6;4;0;0;4;0;0
2742039;411930;10;31;22;4;0;19;0;0
2687046;411940;0;14;2;0;0;4;0;0
0018368;411950;0;54;0;0;30;0;0;0
0018384;411950;0;0;0;0;400;0;0;0
7707924;411950;0;0;0;0;0;0;0;0
2742098;411960;14;30;13;2;0;22;0;0
2753782;411970;0;9;3;0;0;3;0;0
2584832;411980;2;23;6;1;0;4;0;0
2683202;411990;33;22;0;5;0;0;0;0
2686759;411990;0;0;0;0;0;0;0;6
2686791;411990;49;26;1;2;0;4;0;12
2686945;411990;0;34;0;0;60;0;0;0
2686953;411990;60;50;24;1;1;3;6;22
2687062;411990;0;0;0;3;0;29;0;0
3658287;411990;0;0;0;0;0;0;0;0
5833418;411990;0;0;0;0;0;0;0;0
6542638;411990;47;25;43;0;2;8;2;18
2729423;412000;4;15;6;0;0;6;0;0
2753952;412020;1;5;2;0;0;2;0;0
2729482;412033;0;14;3;0;0;3;0;0
2584573;412035;9;19;5;1;0;6;0;0
2584808;412035;1;3;0;1;0;0;0;0
2781697;412040;0;13;0;0;0;5;0;0
2729431;412050;0;0;0;0;0;0;0;0
2742012;412060;13;12;14;4;0;16;0;0
2743388;412060;11;24;15;7;0;8;0;0
4055470;412070;2;14;5;0;0;5;0;0
2572818;412090;4;19;8;1;0;7;0;0
2753960;412100;2;12;4;2;0;7;0;0
2817667;412120;1;14;6;0;0;4;0;0
2577534;412130;0;12;0;0;0;4;0;0
2554097;412150;0;25;0;0;22;5;0;0
2740575;412170;2;12;6;0;0;12;0;0
4055683;412180;4;27;12;0;0;8;0;0
2582465;412190;2;27;9;0;0;6;0;0
2554429;412200;7;21;16;1;0;8;0;0
0018600;412220;0;25;0;0;0;5;0;0
0018694;412230;9;10;0;0;3;5;0;0
2727250;412240;0;0;0;0;157;0;0;0
4055748;412240;7;22;13;1;0;7;0;0
7070179;412250;4;13;6;0;0;8;0;0
2733315;412260;6;10;4;1;0;4;0;0
2587793;412265;4;9;7;1;0;5;0;0
2781778;412290;0;13;4;0;0;3;0;0
2585340;412300;2;9;6;1;0;4;0;0
2582503;412310;2;8;2;0;0;3;0;0
4055861;412350;0;0;0;0;0;0;0;0
5288541;412350;2;17;2;0;0;4;0;0
9247459;412350;0;0;0;0;0;0;0;0
2753766;412370;2;9;5;0;0;3;0;0
2583712;412380;3;16;6;0;1;6;0;0
2590271;412385;2;21;9;0;0;9;0;0
7278608;412390;10;11;9;0;0;6;0;0
2781786;412400;3;10;3;0;0;4;0;0
2781816;412410;10;39;0;0;0;20;0;0
3316300;412410;11;8;15;3;0;8;0;10
2753863;412420;1;5;3;0;0;1;0;0
2568586;412430;0;6;0;0;0;0;0;0
2583291;412440;0;2;0;0;0;0;0;0
2585057;412440;1;14;3;1;0;5;0;0
2753944;412460;2;8;2;0;0;3;0;0
2577496;412470;0;15;0;0;0;5;0;0
2753936;412490;1;7;3;0;0;6;0;0
5412293;412500;3;10;4;0;0;3;0;0
2686813;412510;3;8;4;0;0;4;6;0
2585030;412520;2;12;2;1;0;5;0;0
2665352;412535;2;10;6;0;0;4;0;0
2781824;412540;1;10;1;0;0;6;0;0
4056264;412545;6;7;3;0;0;3;0;0
2753278;412550;43;26;54;0;0;12;10;20
3073300;412550;0;0;0;0;0;0;0;0
2549751;412560;6;15;8;0;0;9;0;0
6657885;412570;0;12;8;2;0;8;0;0
7953275;412570;0;0;0;0;0;0;0;0
2573466;412580;3;10;5;1;0;5;0;0
2577240;412600;0;25;0;0;0;0;0;0
2582597;412620;3;24;0;0;0;4;0;0
2825589;412625;26;54;14;0;0;21;0;25
2686880;412630;4;12;12;0;0;7;0;0
7974213;412630;0;1;0;0;0;0;0;0
2577445;412640;0;17;0;0;0;6;0;0
2729563;412650;0;12;2;0;0;2;0;0
2783797;412660;6;14;4;0;0;11;0;0
2729520;412667;1;8;3;0;0;4;0;0
2753901;412670;1;4;1;1;0;3;0;0
2557185;412700;0;10;3;0;0;4;0;0
2740435;412710;28;42;14;0;0;14;0;10
7442157;412710;0;0;0;0;0;0;0;0
9760318;412710;0;0;0;0;0;0;0;0
2334755;412720;5;12;8;1;0;6;0;0
2567466;412720;4;14;7;0;0;7;0;0
2753804;412730;4;10;7;1;0;4;0;0
4056612;412740;2;6;4;1;0;2;0;0
2740567;412750;2;18;4;0;0;6;0;0
0019194;412760;1;9;2;0;0;4;0;0
2809532;412770;0;0;0;0;0;0;0;0
2809990;412770;0;0;0;0;0;0;0;0
4056752;412770;35;29;18;0;0;18;0;30
4057058;412780;7;28;12;1;0;3;0;0
2738201;412785;3;21;7;0;0;3;0;0
0019208;412788;0;4;0;0;0;2;0;0
2783819;412790;0;16;3;0;0;3;0;0
2810107;412795;2;15;3;0;0;3;0;0
2741962;412796;1;32;7;0;0;9;0;0
2733633;412800;6;27;8;0;1;9;0;0
3024571;412800;0;0;0;0;0;0;0;0
2594358;412810;0;0;0;0;150;0;0;0
2594366;412810;21;36;0;2;0;14;0;12
2679736;412810;20;36;2;3;0;9;0;15
3005011;412810;17;15;22;1;0;10;0;22
7845138;412810;66;77;0;0;0;14;0;14
2568292;412820;0;0;0;0;33;0;0;0
2568349;412820;13;29;1;1;0;0;0;6
2568373;412820;3;17;13;0;0;8;4;16
2582066;412840;3;21;9;0;10;5;0;0
3134423;412850;4;20;5;0;1;2;0;0
2573032;412855;5;8;6;0;0;7;0;0
2586096;412860;1;14;0;1;0;3;0;0
2410834;420010;8;14;5;0;3;4;0;0
2377160;420020;2;9;4;1;0;2;0;0
2380188;420040;2;11;7;1;0;6;0;0
2418630;420070;1;1;4;1;1;2;0;0
2418304;420090;10;27;4;0;0;3;0;0
2300435;420100;0;25;2;0;0;3;0;0
2691574;420110;3;6;4;1;0;2;0;0
5073626;420110;0;0;0;0;0;0;0;0
2691493;420127;7;6;0;1;0;2;0;0
2691515;420140;35;43;26;0;0;12;0;10
2550938;420150;0;24;0;0;0;3;0;0
2302780;420160;0;8;1;0;0;4;0;0
2377136;420190;0;0;0;0;0;0;0;0
3119289;420200;0;0;0;0;0;0;0;0
3425398;420200;0;0;0;0;0;0;0;0
3718395;420200;0;0;0;0;0;0;0;0
6854729;420200;26;29;31;5;0;9;0;16
2660717;420220;0;1;0;0;0;0;0;0
7486596;420230;21;26;20;0;0;1;0;0
2522101;420240;1;0;0;0;0;0;0;0
2522209;420240;13;20;1;0;1;1;0;0
2558246;420240;60;105;1;0;0;3;0;24
2558254;420240;43;63;26;0;0;11;16;35
3502619;420240;0;0;0;0;0;0;0;0
6379249;420240;0;0;0;0;0;0;0;0
7612931;420240;0;0;0;0;0;0;0;0
2566893;420250;0;14;0;0;0;4;0;0
2665085;420260;3;28;5;0;1;6;0;0
2665883;420280;12;18;10;0;0;11;0;0
2522411;420290;29;63;20;0;4;11;0;9
2522489;420290;20;4;2;0;0;5;0;0
9543856;420290;0;0;0;0;0;0;0;0
2301830;420300;22;23;21;0;2;8;0;20
2538083;420310;2;12;4;1;1;0;0;0
2691523;420320;13;10;10;0;0;0;0;0
5726123;420320;0;0;0;0;0;0;0;0
2664992;420330;7;11;2;0;0;1;0;0
2691477;420340;0;17;3;0;1;5;0;0
2537850;420350;3;15;5;1;0;5;0;0
2379767;420360;7;42;12;1;1;17;0;0
2596784;420370;3;7;7;0;0;3;0;0
2491249;420380;13;12;11;2;0;3;0;10
2380331;420390;5;32;10;0;1;4;0;0
2691450;420400;0;18;0;0;0;5;0;0
2553163;420410;5;9;1;2;2;5;0;0
2537397;420420;0;0;0;0;0;0;0;0
2537788;420420;81;84;30;0;2;5;0;28
7286082;420420;5;5;0;0;0;28;0;0
2303892;420430;27;36;15;6;18;13;0;20
2537958;420440;12;10;2;0;0;1;0;0
2300478;420455;1;19;2;0;0;1;0;0
2540355;420460;0;0;0;0;0;0;0;0
2594277;420460;6;5;33;2;0;33;0;10
2758121;420460;0;0;0;0;0;0;0;0
2758164;420460;73;120;0;0;1;12;0;30
5712068;420460;0;0;0;0;0;0;0;0
2626667;420470;19;10;9;1;0;2;0;0
2302101;420480;16;25;23;4;21;8;9;18
2378876;420490;4;17;6;1;1;5;0;0
2658372;420500;10;18;7;2;0;3;0;0
2707470;420520;0;0;0;0;0;0;0;0
2652099;420530;4;8;10;1;2;5;0;0
0019283;420540;7;12;64;0;0;11;1;10
0019305;420540;22;20;0;3;0;0;0;5
0019402;420540;48;41;1;0;1;0;0;10
0019445;420540;29;28;0;0;18;0;0;10
2664879;420540;3;47;0;4;27;0;0;10
2691841;420540;76;47;0;0;0;0;0;14
2691868;420540;22;23;0;6;3;49;2;20
3157245;420540;64;50;34;15;5;15;4;22
3163113;420540;0;0;0;0;0;0;0;0
3321452;420540;1;0;0;0;0;0;0;0
3327337;420540;0;0;0;0;0;0;0;0
3330141;420540;0;0;0;0;0;0;0;0
3373398;420540;0;0;0;0;0;0;0;0
3374548;420540;4;1;0;0;0;0;0;0
3426572;420540;6;4;2;0;0;0;0;0
3499502;420540;0;0;0;0;0;0;0;0
3534723;420540;0;0;0;0;0;0;0;0
3676277;420540;0;0;0;0;0;0;0;0
6116744;420540;0;0;0;0;0;0;0;0
6292224;420540;1;0;0;0;0;0;0;0
6593186;420540;0;0;0;0;0;0;0;0
6680305;420540;1;0;0;0;0;0;0;0
7403410;420540;0;0;0;0;120;0;0;0
9299122;420540;0;0;0;0;0;0;0;0
9569871;420540;0;0;0;0;0;0;0;0
7274351;420550;7;35;4;0;1;1;0;0
2691485;420590;32;42;13;0;0;4;0;0
2521881;420630;0;12;0;0;1;0;0;0
2378116;420640;5;17;4;0;1;3;0;0
2492342;420650;24;26;0;0;0;0;0;0
2378175;420660;3;8;2;1;1;2;0;0
2379953;420680;0;0;0;0;0;0;0;0
2691884;420690;32;22;19;5;0;7;0;10
2420015;420700;29;42;12;0;0;4;0;0
2691531;420720;0;0;0;0;0;0;0;0
2385880;420730;12;33;12;0;0;2;1;0
2588897;420740;0;5;0;0;0;5;0;0
2521873;420750;35;23;28;8;0;2;0;0
2691507;420760;4;10;2;2;1;2;0;0
2378183;420765;12;8;3;1;1;4;0;0
6249604;420770;0;7;0;1;1;3;0;0
2557975;420780;4;10;1;1;25;2;0;0
2491311;420790;0;10;5;3;0;4;0;0
2691566;420800;6;12;4;1;1;4;0;0
2665107;420810;0;20;0;0;0;0;0;0
2522691;420820;112;94;51;3;8;1;12;35
2744937;420820;0;0;0;0;0;59;0;8
2303167;420830;10;10;0;0;0;0;0;0
5749018;420840;15;13;3;1;1;2;0;0
2658275;420845;0;1;0;0;0;0;0;0
2377829;420850;11;20;13;0;1;7;0;10
2299836;420870;5;24;2;0;0;4;0;0
2550962;420880;8;29;1;1;0;6;0;0
2306336;420890;78;62;10;0;3;2;0;17
2306344;420890;24;23;25;0;1;16;12;16
2560771;420900;49;54;19;0;0;13;0;10
3039250;420900;0;0;0;0;0;0;0;0
6983286;420900;0;0;0;0;0;0;0;0
2436450;420910;65;128;2;1;43;5;0;21
2436469;420910;121;103;1;0;7;0;0;30
2436477;420910;0;18;56;1;1;14;0;10
2521296;420910;22;40;0;0;0;0;0;0
2521385;420910;1;0;0;0;0;0;0;0
2521431;420910;1;0;0;0;0;0;0;0
6048692;420910;44;24;3;0;14;40;0;40
9757090;420910;0;0;0;0;0;0;0;0
2334844;420915;0;0;0;0;0;0;0;0
9760784;420915;0;1;0;0;0;0;0;0
2500388;420930;16;0;0;0;0;0;0;0
2504316;420930;49;41;0;5;1;0;0;10
2504332;420930;31;103;38;0;0;5;0;16
2662876;420930;0;0;0;0;0;0;0;0
2662914;420930;10;1;0;2;0;22;0;10
2558017;420940;8;45;5;2;16;1;0;0
2419246;420960;4;18;1;1;15;1;0;0
2691833;420970;0;43;2;0;0;0;0;0
2691876;420985;2;18;3;1;34;4;0;0
2672154;421000;10;25;1;2;0;2;0;0
2300184;421003;4;9;0;0;45;0;0;0
2379333;421010;30;28;2;1;1;3;0;20
2379341;421010;2;1;28;0;0;4;0;9
2543079;421030;6;15;4;1;0;6;0;0
2538180;421050;6;57;7;2;0;3;0;10
7847777;421060;14;7;0;0;0;0;0;0
2305534;421080;12;12;2;0;0;7;0;0
2553066;421090;3;16;4;1;0;4;0;0
2378108;421100;2;17;3;1;15;3;0;0
2380242;421105;1;7;4;1;0;4;0;0
2663422;421110;0;12;2;0;2;4;0;0
2419378;421120;23;43;2;2;24;20;0;0
2674327;421130;9;15;10;0;0;2;0;0
2538148;421140;15;12;0;1;0;0;0;0
2778831;421150;20;25;5;0;0;0;0;0
2691558;421160;8;28;4;0;0;3;0;0
2555840;421170;6;14;7;0;4;2;0;0
2300486;421175;6;19;11;0;0;8;0;0
2418460;421190;0;0;0;0;0;0;0;0
2418479;421190;0;0;0;0;0;0;0;0
2378213;421200;5;15;4;1;0;5;0;0
2664984;421210;6;15;6;1;26;5;0;0
2379163;421220;0;22;4;0;2;2;0;0
2691469;421250;24;2;0;0;0;0;0;0
9406301;421250;0;0;0;0;0;0;0;0
2689863;421260;7;10;4;1;1;4;0;0
2378000;421270;0;12;0;0;0;2;0;0
2537826;421290;9;11;5;1;0;2;0;0
2513838;421320;15;24;6;0;0;5;0;0
2300850;421330;0;24;0;0;0;2;0;0
2411164;421340;0;30;0;2;30;5;0;0
2543044;421360;28;26;10;0;0;6;0;8
2377225;421370;2;12;6;0;10;4;0;0
2305623;421380;7;31;1;0;8;2;0;0
2377330;421400;10;25;4;0;1;2;0;0
2538342;421420;8;10;7;0;12;4;0;0
2377462;421450;2;16;6;2;2;4;0;0
6273874;421470;20;20;1;0;0;1;0;0
2379627;421480;16;39;0;1;8;0;0;0
2568713;421480;44;42;17;3;1;8;10;25
2386038;421490;4;12;4;0;0;6;0;0
2521695;421500;8;29;16;12;0;4;0;0
2377632;421530;0;27;2;1;0;2;0;0
2302543;421540;0;8;2;0;0;4;0;0
2302748;421550;10;25;14;1;30;5;0;0
5354706;421550;0;0;0;0;0;0;0;0
2418177;421570;19;24;0;1;0;5;0;0
2521792;421580;14;11;13;0;3;6;0;10
3571157;421580;0;0;0;0;0;0;0;0
2596792;421590;8;16;2;0;0;3;0;0
2538571;421600;21;18;6;2;1;3;0;0
7105088;421620;9;9;5;0;0;3;0;0
2378167;421625;3;10;3;1;1;4;0;0
2418967;421630;8;9;9;0;0;2;0;0
2300516;421650;8;47;5;3;1;38;0;0
2302969;421660;64;51;0;0;0;0;0;15
2555646;421660;133;64;61;6;2;15;0;28
2706369;421660;0;0;0;0;160;0;0;0
2778785;421660;0;0;0;0;135;0;0;0
2778866;421660;0;0;0;0;0;0;0;0
7620098;421660;0;0;0;0;0;0;0;0
9671145;421660;0;0;0;0;0;0;0;0
2378809;421670;8;10;4;1;2;4;0;0
2553155;421690;12;15;8;2;2;7;0;0
2550881;421710;0;13;0;0;0;2;0;0
2543435;421720;0;0;0;0;0;0;0;0
2543443;421720;0;0;0;0;0;0;0;0
6683134;421720;41;27;8;0;0;6;0;10
2302950;421725;1;67;0;0;25;0;0;0
2538229;421730;10;10;2;1;4;3;0;0
2304155;421750;5;23;7;1;1;2;0;0
2672839;421770;30;29;34;1;1;10;0;0
2377616;421780;9;17;3;1;1;4;0;0
2380129;421790;2;8;4;0;0;6;0;0
2691892;421790;2;10;4;1;0;4;0;0
2626659;421800;20;14;1;0;0;1;0;0
2299569;421810;6;9;3;0;0;3;0;0
2537192;421820;20;28;6;0;4;7;0;8
2490935;421830;5;28;8;1;0;2;0;0
2778858;421840;6;24;3;0;0;6;0;0
2377373;421860;0;6;0;1;60;1;0;0
2491710;421870;99;94;24;0;3;30;0;30
3061388;421870;0;0;0;0;0;0;0;0
2378140;421875;4;11;2;1;20;2;0;0
2305097;421880;3;23;7;0;0;6;0;0
2300885;421890;2;16;4;0;15;2;0;0
2419653;421900;27;27;3;0;30;0;0;0
2411245;421910;7;7;3;1;0;3;0;0
2377187;421920;1;13;3;1;0;3;0;0
2302500;421930;27;43;4;3;0;4;2;18
2557843;421930;0;0;0;0;0;0;0;0
2377659;421935;2;8;2;0;1;2;0;0
7278977;421940;0;21;0;0;0;0;0;0
2411393;421950;59;37;12;0;2;10;6;20
2666138;421960;0;13;0;1;1;2;0;0
2411415;421970;4;16;10;1;1;6;0;0
2262010;430003;7;15;5;0;1;6;0;0
2234386;430010;17;24;2;1;0;4;0;0
2265885;430020;2;30;5;1;0;2;0;0
2707993;430030;0;41;0;0;1;4;0;0
2248328;430040;17;48;23;0;27;22;0;16
2228564;430050;3;12;3;0;0;5;0;0
2232081;430060;2;34;41;0;0;20;0;10
7080301;430060;0;0;0;0;0;0;0;0
2228629;430064;4;9;6;0;1;5;0;0
9309470;430070;0;19;3;0;0;3;0;0
2241072;430080;2;24;2;0;2;5;0;0
2249502;430090;4;14;5;0;2;6;0;0
2252198;430100;12;29;8;0;12;18;0;0
6645291;430110;0;0;0;0;0;0;0;0
2234424;430120;3;40;2;0;7;9;0;0
2233428;430130;3;17;5;0;3;8;0;0
2252163;430140;6;18;4;0;2;8;0;0
2261081;430150;0;28;1;0;6;1;0;0
2261987;430160;20;44;17;0;12;33;0;25
2261995;430160;5;33;0;0;2;0;0;10
2227746;430165;0;17;0;0;1;3;0;0
2241021;430210;30;35;15;0;19;7;0;27
2250705;430220;4;15;1;0;2;5;0;0
6011926;430230;3;20;2;1;2;4;0;0
2241129;430235;6;14;4;0;0;3;0;0
2252023;430240;4;14;7;0;1;7;0;0
2252058;430245;4;15;4;1;4;2;0;0
2792990;430260;0;0;0;0;0;0;0;0
2227916;430265;0;0;0;0;0;0;0;0
2265958;430270;0;29;0;2;0;0;0;0
2234416;430280;11;29;9;0;5;5;0;0
5699525;430290;0;22;0;0;4;4;0;0
2266474;430300;29;48;17;0;8;13;0;15
2232103;430310;4;28;28;0;0;21;10;10
2259850;430330;2;15;7;1;2;4;0;0
2228548;430340;2;8;1;0;10;4;0;0
2257548;430350;25;40;16;0;23;8;0;0
5602742;430360;3;17;5;1;3;4;0;0
2250802;430370;3;22;4;0;11;6;0;0
2249529;430380;1;31;5;1;2;8;0;0
2232073;430390;14;28;10;0;0;8;0;10
2261154;430400;4;12;6;1;1;7;0;0
2236362;430420;8;31;7;0;24;6;0;0
2250675;430430;5;21;2;0;1;3;0;0
2235609;430440;5;16;7;0;4;11;1;0
2232928;430450;14;41;9;0;10;12;0;10
