suspects,refuses,cases,deaths,UF
8,0,0,0,AC
34,20,1,0,AL
7,19,1,0,AM
6,0,0,0,AP
375,59,3,0,BA
211,95,5,0,CE
253,96,22,0,DF
69,21,1,0,ES
221,54,6,0,GO
52,8,0,0,MA
563,99,7,0,MG
44,45,4,0,MS
23,7,0,0,MT
21,22,0,0,PA
48,15,0,0,PB
71,33,16,0,PE
14,4,0,0,PI
240,82,6,0,PR
859,194,33,0,RJ
72,21,1,0,RN
38,3,0,0,RO
5,0,0,0,RR
300,217,10,0,RS
220,55,7,0,SC
7,12,4,0,SE
5047,709,164,1,SP
11,0,0,0,TO
