suspects,refuses,cases,deaths,UF
1,0,0,0,AL
1,2,0,0,BA
5,1,0,0,CE
5,1,0,0,DF
1,0,0,0,ES
3,0,0,0,GO
5,3,0,0,MG
2,0,0,0,MS
1,0,0,0,PB
3,0,0,0,PE
5,3,0,0,PR
9,8,0,0,RJ
4,0,0,0,RN
24,10,0,0,RS
8,4,0,0,SC
55,28,1,0,SP
