suspects,refuses,cases,deaths,UF
0,1,0,0,CE
0,1,0,0,CE
0,1,0,0,DF
0,1,0,0,DF
0,2,0,0,MG
0,2,0,0,MG
0,3,0,0,PR
0,3,0,0,PR
0,8,0,0,RJ
0,8,0,0,RJ
0,10,0,0,RS
0,10,0,0,RS
0,4,0,0,SC
0,4,0,0,SC
4,26,0,0,SP
4,26,0,0,SP
