suspects,refuses,cases,deaths,UF
3,1,0,0,AL
1,1,0,0,AM
9,14,0,0,BA
6,6,0,0,CE
12,3,0,0,DF
5,6,0,0,ES
3,7,0,0,GO
1,1,0,0,MA
48,4,0,0,MG
6,1,0,0,MS
5,0,0,0,MT
2,2,0,0,PA
2,1,0,0,PB
4,10,0,0,PE
1,2,0,0,PI
7,8,0,0,PR
42,27,0,0,RJ
2,6,0,0,RN
1,0,0,0,RO
73,10,0,0,RS
36,4,0,0,SC
1,0,0,0,SE
163,48,2,0,SP
