suspects,refuses,cases,deaths,UF
0,1,0,0,CE
0,1,0,0,DF
0,2,0,0,MG
1,2,0,0,PR
0,5,0,0,RJ
2,8,0,0,RS
0,4,0,0,SC
1,20,0,0,SP
