suspects,refuses,cases,deaths,UF
5,1,0,0,AL
3,1,0,0,AM
21,16,0,0,BA
19,9,0,0,CE
12,3,0,0,DF
5,6,0,0,ES
7,7,0,0,GO
1,1,0,0,MA
58,6,0,0,MG
6,1,0,0,MS
6,0,0,0,MT
1,4,0,0,PA
4,1,0,0,PB
4,11,0,0,PE
1,2,0,0,PI
14,8,0,0,PR
62,29,0,0,RJ
2,6,0,0,RN
1,0,0,0,RO
82,20,0,0,RS
43,4,0,0,SC
1,0,0,0,SE
130,104,2,0,SP
