suspects,refuses,cases,deaths,UF
7,1,0,0,AL
2,4,0,0,AM
15,32,1,0,BA
12,24,0,0,CE
36,13,0,0,DF
1,12,1,0,ES
4,12,0,0,GO
0,2,0,0,MA
123,17,0,0,MG
8,9,0,0,MS
6,1,0,0,MT
4,5,0,0,PA
3,3,0,0,PB
6,14,0,0,PE
1,2,0,0,PI
25,13,0,0,PR
111,67,1,0,RJ
7,8,0,0,RN
1,0,0,0,RO
112,41,0,0,RS
59,10,0,0,SC
3,1,0,0,SE
222,189,10,0,SP
