suspects,refuses,cases,deaths,UF
12,0,0,0,AC
43,22,1,0,AL
18,26,1,0,AM
15,0,0,0,AP
573,36,3,0,BA
493,89,9,0,CE
327,107,26,0,DF
71,21,9,0,ES
353,55,8,0,GO
125,13,0,0,MA
925,104,15,0,MG
93,26,7,0,MS
45,8,0,0,MT
43,23,0,0,PA
85,11,0,0,PB
89,23,16,0,PE
12,2,0,0,PI
400,119,13,0,PR
1254,148,45,0,RJ
108,22,1,0,RN
61,2,0,0,RO
9,0,0,0,RR
416,330,19,0,RS
346,47,10,0,SC
15,11,5,0,SE
5334,596,240,4,SP
13,0,0,0,TO
