suspects,refuses,cases,deaths,UF
6,1,1,0,AL
2,4,0,0,AM
15,32,2,0,BA
11,26,0,0,CE
24,24,1,0,DF
1,12,1,0,ES
4,12,0,0,GO
0,2,0,0,MA
122,17,1,0,MG
6,11,0,0,MS
5,2,0,0,MT
3,6,0,0,PA
3,3,0,0,PB
9,18,0,0,PE
1,2,0,0,PI
22,20,0,0,PR
110,67,3,0,RJ
9,13,0,0,RN
1,0,0,0,RO
88,75,0,0,RS
44,26,0,0,SC
1,1,0,0,SE
176,258,16,0,SP
