date,suspects,refuses,cases,deaths
2020-02-27,4,0,0,0
2020-02-28,3,2,0,0
2020-02-29,3,2,0,0
2020-03-01,3,2,0,0
2020-03-02,2,6,0,0
2020-03-03,2,6,0,0
2020-03-04,5,6,0,0
2020-03-05,4,8,0,0
2020-03-06,7,8,0,0
2020-03-07,4,11,0,0
2020-03-08,9,13,0,0
2020-03-10,15,13,0,0
2020-03-11,13,14,0,0
2020-03-12,13,15,0,0
2020-03-13,12,15,1,0
2020-03-14,12,15,1,0
2020-03-15,14,15,1,0
2020-03-16,14,15,1,0
2020-03-17,72,21,1,0
2020-03-18,108,22,1,0
