date,suspects,refuses,cases,deaths
2020-02-26,1,0,0,0
2020-02-27,1,0,0,0
2020-02-28,2,1,0,0
2020-02-29,2,1,0,0
2020-03-01,2,1,0,0
2020-03-02,5,6,0,0
2020-03-03,5,6,0,0
2020-03-04,5,7,0,0
2020-03-05,5,8,0,0
2020-03-06,1,12,1,0
2020-03-07,1,12,1,0
2020-03-08,1,12,1,0
2020-03-10,1,12,1,0
2020-03-11,31,13,1,0
2020-03-12,51,21,1,0
2020-03-13,51,21,1,0
2020-03-14,51,21,1,0
2020-03-15,51,21,1,0
2020-03-16,50,21,1,0
2020-03-17,69,21,1,0
2020-03-18,71,21,9,0
