date,suspects,refuses,cases,deaths
2020-02-26,0,2,0,0
2020-02-27,1,2,0,0
2020-02-28,9,4,0,0
2020-02-29,9,4,0,0
2020-03-01,9,4,0,0
2020-03-02,9,14,0,0
2020-03-03,21,16,0,0
2020-03-04,19,21,0,0
2020-03-05,23,29,0,0
2020-03-06,15,32,1,0
2020-03-07,15,32,2,0
2020-03-08,15,32,2,0
2020-03-10,46,35,2,0
2020-03-11,65,36,2,0
2020-03-12,65,36,2,0
2020-03-13,65,36,2,0
2020-03-14,65,36,2,0
2020-03-15,65,36,2,0
2020-03-16,65,40,2,0
2020-03-17,375,59,3,0
2020-03-18,573,36,3,0
